name,city,state,address,category
LEVEL CROSS CHRISTIAN SCHOOL,RANDLEMAN,NC,10169 US HIGHWAY 220 BUS N,
KIPP NAVIGATE COLLEGE PREP,SAN JOSE,CA,1750 SOUTH WHITE RD.,
LEVELLAND CHRISTIAN SCHOOL,LEVELLAND,TX,1905 CACTUS DR,
LEVEY DAY SCHOOL,PORTLAND,ME,400 DEERING AVE,
LEVON & HASMIG TAVLIAN ARMENIAN PRESCHOOL & KDGN,PASADENA,CA,1317 SINALOA AVE,
LEVY (SAM) ELEMENTARY,TORRANCE,CA,3420 229TH PL.,
LEVY (SAM) ELEMENTARY (DEAF &,TORRANCE,CA,3420 229TH PL.,
LEVY CHRISTIAN KINDERGARTEN,NORTH LITTLE ROCK,AR,5124 CAMP ROBINSON RD,
LEWELLING ELEMENTARY,SAN LEANDRO,CA,750 FARGO AVE.,
LEWIS  CLARK CAREER CTR.,ST CHARLES,MO,2400 ZUMBEHL RD,
LEWIS  CLARK ELEM.,ST PETERS,MO,460 MCMENAMY RD,
KIPP SUNRISE ACADEMY,MIAMI,FL,6745 NW 23 AVE,
LEWIS CASS POLYTECHNIC ACADEMY,GALVESTON,IN,401 SOUTH MAPLE STREET,
KIRBY HALL SCHOOL,AUSTIN,TX,306 W 29TH ST,
KIRK ACADEMY,GRENADA,MS,2621 CARROLLTON RD,
KIRK DAY SCHOOL,SAINT LOUIS,MO,12928 LADUE RD,
KIRK ELEMENTARY,SAN JOSE,CA,1605 PARK AVE.,
KIRK RD SCHOOL,ETHRIDGE,TN,62 GRAY RD,
KIRKLAND CHILDRENS SCHOOL,KIRKLAND,WA,5311 108TH AVE NE,
LEWIS LITTLE FOLKS,CLEVELAND,OH,21000 BROOKPARK RD MAIL STOP 340-LLF,
KIRKPATRICK  HEALTH /WELLNESS,CLARKSDALE,MS,1101 SMITH STREET,
KIRKPATRICK ELEMENTARY,NASHVILLE,TN,1000 SEVIER ST,
LEWIS SCHOOL (PAU),DOWNEY,CA,13220 BELLFLOWER BLVD.,
"KIRKWOOD CHILDREN'S HOUSE",KIRKWOOD,MO,11232 BIG BEND RD,
LEWISBURG BAPTIST ACADEMY,LEWISBURG,WV,246 GRAND AVE,
KIROV ACADEMY OF BALLET OF WASHINGTON D.C.,WASHINGTON,DC,4301 HAREWOOD RD NE,
LEWISTON REGIONAL TECHNOLOGY CTR,LEWISTON,ME,156 EAST AVENUE,
KISK CREEK SCHOOL,BELLEVILLE,PA,KISH CREEK LN,
KIT CARSON ELEMENTARY,LAWNDALE,CA,3530 W. 147TH ST.,
LEXINGTON,POMONA,CA,550 W. LEXINGTON ST.,
LEXINGTON CATHOLIC HIGH SCHOOL,LEXINGTON,KY,2250 CLAYS MILL RD,
KITSAP ADVENTIST CHRISTIAN SCHOOL,BREMERTON,WA,5088 NW TAYLOR RD,
LEXINGTON CHRISTIAN ACADEMY,LEXINGTON,KY,450 W REYNOLDS RD,
LEXINGTON CHRISTIAN ACADEMY,LEXINGTON,MA,48 BARTLETT AVE,
LEXINGTON HEARING & SPEECH CENTER,LEXINGTON,KY,350 HENRY CLAY BLVD,
KITTREDGE SCHOOL,SAN FRANCISCO,CA,2355 LAKE ST,
LEXINGTON JUNIOR ACADEMY,LEXINGTON,KY,968 LN ALLEN RD,
LEXINGTON LIFE ACADEMY,SHOW LOW,AZ,4401 S WHITE MOUNTAIN RD,
KIZMET ACADEMY MIDDLE,OAKLAND,CA,2607 MYRTLE ST.,
KLA SCHOOLS OF PLAINFIELD,PLAINFIELD,IL,12456 S VAN DYKE RD,
KLA SCHOOLS OF WALNUT CREEK,WALNUT CREEK,CA,292 N WIGET,
KLAMATH BASIN BEHAVURAL HEALTH,KLAMATH FALLS,OR,2210 N ELDORADO AVE,
LEXINGTON MONTESSORI SCHOOL,LEXINGTON,KY,319 S BROADWAY PARK,
LEXINGTON MONTESSORI SCHOOL,LEXINGTON,MA,130 PLEASANT ST,
LEXINGTON PARK BAPTIST CHURCH PRESCHOOL,LEXINGTON PARK,MD,46855 S SHANGRI-LA DR,
KLEIN (VICTORINE) ELEMENTARY,MOUNTAIN VIEW,CA,405 ORTEGA ST.,
KLEIN EDUCATION PLACEMENT PROGRAM,KLEIN,TX,7200 SPRING CYPRESS RD,
LEXINGTON SCHOOL FOR THE DEAF,JACKSON HEIGHTS,NY,30TH AVE AND 75TH ST,
KLEINE SCHULE,MORGAN HILL,CA,1505 E. MAIN AVE.,
LEXINGTON UNIVERSAL ACADEMY,LEXINGTON,KY,4580 NICHOLASVILLE RD,
LIAHONA ACADEMY FOR YOUTH,VIRGIN,UT,1055 E STATE ROAD 9,
LIAHONA PREPARATORY ACADEMY,PLEASANT GROVE,UT,2464 W 450 S,
LIAL CATHOLIC SCHOOL,WHITEHOUSE,OH,5700 DAVIS RD,
LIBBY ADVENTIST CHRISTIAN SCHOOL,LIBBY,MT,206 AIRFIELD RD,
LIBERAL SOUTH MIDDLE,LIBERAL,KS,950 S GRANT AVE,
LIBERTAS ACADEMY,TAMPA,FL,6718 SE SOWLER AVE,
KLONDIKE PREPARATORY ACADEMY,MEMPHIS,TN,1250 VOLLINTINE AVE,
KLUB KID TOO,CHELMSFORD,MA,160 TPKE RD STE 8,
LIBERTAS CHRISTIAN SCHOOL,HUDSONVILLE,MI,5181 64TH AVE,
KLURMAN MESIVTA HIGH SCHOOL,MIAMI BEACH,FL,1140 ALTON RD,
LIBERTY ACADEMY,MIAMI,FL,7750 NW 12TH AVE,
LIBERTY ACADEMY,SHAWNEE,OK,711 E FEDERAL ST,
LIBERTY ADULT EDUCATION,BRENTWOOD,CA,929 SECOND ST.,
LIBERTY BAPTIST ACADEMY,FORT PIERCE,FL,3660 W MIDWAY RD,
LIBERTY BAPTIST ACADEMY,GLENOLDEN,PA,5 E OAK LN,
KNESSES BAIS LEVI,LAKEWOOD,NJ,128 E 8TH ST,
LIBERTY BAPTIST ACADEMY,LAS VEGAS,NV,6501 W LAKE MEAD BLVD,
LIBERTY BAPTIST ACADEMY,SARASOTA,FL,4249 BAHIA VISTA ST,
LIBERTY BAPTIST SCHOOL,LEWISVILLE,TX,602 MANCO RD,
LIBERTY BAPTIST SCHOOL,SAN JOSE,CA,2790 S KING RD,
"KNIGHT'S CHRISTIAN ACADEMY",NEW SMYRNA BEACH,FL,310 DOUGLAS ST,
LIBERTY BIBLE ACADEMY,MASON,OH,4900 OLD IRWIN SIMPSON RD,
KNIGHTS ACADEMY & HIGH SCHOOL LLC,HARVEY,LA,2059 BONN ST,
KNIGHTS LEARNING CENTER,HOMESTEAD,FL,1005 N KROME AVE,
LIBERTY CHRISTIAN ACADEMY,ETNA,OH,10447 REFUGEE RD SW,
LIBERTY CHRISTIAN ACADEMY,FAYETTEVILLE,NC,6548 ROCKFISH RD,
LIBERTY CHRISTIAN ACADEMY,GLEASON,TN,329 GREEN RD,
LIBERTY CHRISTIAN ACADEMY,RICHLANDS,NC,215 KINSTON HWY,
KNOB VIEW,BALTIC,OH,4171 COUNTY ROAD 59,
KNOLLS ELEMENTARY,SAN MATEO,CA,525 42ND AVE.,
LIBERTY CHRISTIAN ACADEMY,WRIGHT CITY,MO,402 N SERVICE RD,
LIBERTY CHRISTIAN SCHOOL,ANDERSON,IN,2323 COLUMBUS AVE,
LIBERTY CHRISTIAN SCHOOL,ARGYLE,TX,1301 S HWY 377,
LIBERTY CHRISTIAN SCHOOL,CHIPPEWA FALLS,WI,6027 60TH AVE,
LIBERTY CHRISTIAN SCHOOL,DURHAM,NC,3864 GUESS RD,
LIBERTY CHRISTIAN SCHOOL,HOWELL,NJ,521 LAKEWOOD FARMINGDALE RD,
LIBERTY CHRISTIAN SCHOOL,LIMA,OH,801 BELLEFONTAINE AVE,
LIBERTY CHRISTIAN SCHOOL,MEADOW BRIDGE,WV,146 LIVELY DR,
LIBERTY CHRISTIAN SCHOOL,OWINGS MILLS,MD,11303 LIBERTY RD,
LIBERTY CHRISTIAN SCHOOL,REDDING,CA,3782 CHURN CREEK RD,
KNOTT AUTISTIC AND MULTIHANDIC,BUENA PARK,CA,7340 LAPALMA AVE.,
LIBERTY CHRISTIAN SCHOOL,RICHLAND,WA,2200 WILLIAMS BLVD,
KNOTT AVENUE CHRISTIAN CHURCH EARLY CHILDHOOD DEV,ANAHEIM,CA,315 S KNOTT AVE,
LIBERTY CHRISTIAN SCHOOL,SANFORD,FL,2626 S PALMETTO AVE,
KNOTT COUNTY AREA TECHNOLOGY CENTER,HINDMAN,KY,1996 HIGHWAY 160 SOUTH,
LIBERTY CHRISTIAN SCHOOL,SEARCY,AR,1202 BENTON ST,
LIBERTY CHRISTIAN SCHOOL,SIDNEY,MT,502 S CENTRAL AVE,
LIBERTY CHRISTIAN SCHOOL,ST PETERSBURG,FL,9401 4TH ST N,
LIBERTY CHRISTIAN SCHOOL,WALLA WALLA,WA,3172 PEPPERS BRIDGE RD,
KNOW-IT-ALL PREPARATORY SCHOOL AND TUTORING CENTER,DAVIE,FL,4188 S UNIVERSITY DR,
LIBERTY CLASSICAL ACADEMY,NEW CASTLE,CO,5171 COUNTY ROAD 335,
LIBERTY CLASSICAL ACADEMY,WHITE BEAR LAKE,MN,3878 HIGHLAND AVE,
LIBERTY COMMUNITY CENTER,DELAWARE,OH,207 LONDON RD,
KNOWLEDGE BEGINNINGS,CHELMSFORD,MA,261 BILLERICA RD,
LIBERTY COUNTY ADULT SCHOOL,BRISTOL,FL,11109 NW HWY 20,
KNOWLEDGE BEGINNINGS,GLENVIEW,IL,2401 COMPASS RD,
KNOWLEDGE BEGINNINGS,NORTH BILLERICA,MA,262 CONCORD RD,
KNOWLEDGE BEGINNINGS,PRINCETON,NJ,450 COLLEGE RD E,
KNOWLEDGE BEGINNINGS,VANCOUVER,WA,2907 SE 162ND AVE,
KNOWLEDGE BEGINNINGS - HILLSBORO 0601,HILLSBORO,OR,3585 NW 215TH AVE,
KNOWLEDGE BEGINNINGS SCHOOL,CARY,NC,250 CORNERSTONE DR,
KNOWLEDGE BUILDERS ACADEMY,MIAMI,FL,19001 SW 106TH AVE STE 105,
KNOWLEDGE-FIRST EMPOWERMENT CENTER,MISSOURI CITY,TX,2651 CARTWRIGHT RD STE C,
KNOX COUNTY AREA TECHNOLOGY CENTER,BARBOURVILLE,KY,210 WALL STREET,
KNOX COUNTY CAREER CENTER 4,MOUNT,OH,310 MARTINSBURG RD,
KNOXVILLE ADVENTIST SCHOOL,KNOXVILLE,TN,3615 KINGSTON PIKE,
KNOXVILLE BAPTIST CHRISTIAN,KNOXVILLE,TN,2434 E 5TH AVE,
KNOXVILLE CHRISTIAN SCHOOL,KNOXVILLE,TN,11549 SNYDER RD,
KNOXVILLE MONTESSORI SCHOOL,KNOXVILLE,TN,4311 KINGSTON PIKE,
KODIAK CHRISTIAN SCHOOL,KODIAK,AK,3300 E REZANOF DR,
KODOMONO KUNI,WHITE PLAINS,NY,252 SOUNDVIEW AVE,
LIBERTY FAITH CHRISTIAN ACADEMY,MOULTRIE,GA,634 COOK RD,
LIBERTY FAITH CHURCH,NORWOOD,MO,147 E JACKSON ST,
KOHALA ADVENTIST SCHOOL,HAWI,HI,55-3361 AKONI PULE HWY,
KOHELET YESHIVA HIGH SCHOOL,MERION STATION,PA,223 N HIGHLAND AVE,
KOHLER MEADOW,APPLE CREEK,OH,7940 S KOHLER RD,
KOINONIA DAY TREATMENT,RENO,NV,1050 BIBLE WAY,
KOLBE ACADEMY & TRINITY PREP,NAPA,CA,2055 REDWOOD RD,
KOLBE CATHEDRAL HIGH SCHOOL,BRIDGEPORT,CT,33 CALHOUN PL,
KOLOB CANYON RTC,NEW HARMONY,UT,1338 E 600 S,
KONA ADVENTIST CHRISTIAN SCHOOL,CAPTAIN COOK,HI,82-1013 KINUE RD,
KONKEL SCHOOL,FRESNO,CA,3224 E. CENTRAL,
KONOCTI ADULT,LOWER LAKE,CA,9345 WINCHESTER ST.,
KONOCTI COMMUNITY DAY,CLEARLAKE,CA,15850-B DAM RD. EXT.,
KONOCTI CONSERVATION CAMP,LOWER LAKE,CA,BOX 170,
KONOCTI PRESCHOOL,LOWER LAKE,CA,9430 B LAKE ST.,
KOOLAU BAPTIST ACADEMY,KANEOHE,HI,45-633 KENEKE ST,
KOOTENAI VALLEY CHRISTIAN SCHOOL,LIBBY,MT,1024 MONTANA AVE,
KORAES ELEMENTARY SCHOOL,PALOS HILLS,IL,11025 S ROBERTS RD,
KORE ACADEMY,LEXINGTON,KY,4300 NICHOLASVILLE RD,
KOREAN EDUCATION CENTER ONLINE SCHOOL,LOS ANGELES,CA,680 WILSHIRE PL STE 401,
KOREAN SCHOOL OF SACRAMENTO,SACRAMENTO,CA,3641 S PORT DR STE 2,
KORMAN HYMAN HIGH SCHOOL-TALMU,PHILADELPHIA,PA,6063 DREXEL RD,
KOSCIUSKO ALTERNATIVE SCHOOL,KOSCIUSKO,MS,229 WEST WASHINGTON ST.,
KOSCIUSKO ATTALA CAREER TECHNICAL C,KOSCIUSKO,MS,450 HWY 12 EAST,
KOSHKONONG TRAILS SCHOOL,CAMBRIDGE,WI,37 OAKLAND RD,
LIBERTY PREPARATORY CHRISTIAN ACADEMY,MOORESVILLE,NC,246 BLUME RD,
KOSTER/WHITEFORD SPECIAL CENTER,NEWARK,CA,35725 CEDAR AVE.,
LIBERTY UNIVERSITY ONLINE ACADEMY,LYNCHBURG,VA,1971 UNIVERSITY BLVD MCS BOX 710026,
KPC DAY SCHOOL,VIRGINIA BEACH,VA,805 KEMPSVILLE RD,
KRADLE 2 KINDERGARTEN - BAUER DR,OAKLAND,NJ,95 BAUER DR,
KRALLTOWN MENNONITE SCHOOL,EAST BERLIN,PA,6719 DAVIDSBURG RD,
LIBERTY-EYLAU PRI,TEXARKANA,TX,5492 HWY 59 S,
LIBERTYVILLE ELEMENTARY SCHOOL,LIBERTYVILLE,IA,202 JEFFERSON ST,
KREATIVE KIDS ACADEMY,DECATUR,GA,6007 COVINGTON HWY,
LIBERTYVILLE MONTESSORI SCHOOL,MUNDELEIN,IL,450 S BUTTERFIELD RD,
LIBRE DE MUSICA Y BELLAS ARTES ERNESTO RAMOS ANTONINI,MAYAGUEZ,PR,BVD EDUARDO BAEZ SECTOR BUENA VISTA,
KREIVA ACADEMY PUBLIC CHARTER SCHOOL (H),MANCHESTER,NH,470 PINE ST,
KREIVA ACADEMY PUBLIC CHARTER SCHOOL (M),MANCHESTER,NH,470 PINE ST,
LICKING COUNTY CHRISTIAN ACADEMY,HEATH,OH,81 LICKING VIEW DR,
KRIEGER SCHECHTER DAY SCHOOL,BALTIMORE,MD,8100 STEVENSON RD,
KROC MIDDLE,SAN DIEGO,CA,5050 CONRAD AVE.,
KROKA EXPEDITIONS,MARLOW,NH,767 FOREST RD,
KSU CHILD DEVELOPMENT CENTER,KENT,OH,775 LOOP RD,
LIFE ACADEMY,BLOOMINGTON,MN,2201 W 108TH ST,
LIFE ACADEMY,GRAND JUNCTION,CO,636 29 RD,
LIFE ACADEMY,MANITOWOC,WI,2810 WOLLMER ST,
KUEMPER CATHOLIC SCHOOL SYSTEM,CARROLL,IA,116 S E ST,
LIFE ACADEMY OF PUGET SOUND,FEDERAL WAY,WA,414 SW 312TH ST,
LIFE CENTER ACADEMY,BURLINGTON,NJ,2045 COLUMBUS RD,
LIFE CENTER CHRISTIAN ACADEMY,EL PASO,TX,1335 HENRY BRENNAN DR,
KUNA PROFESSIONAL TECHNICAL,KUNA,ID,711 EAST PORTER ROAD,
KURN HATTIN HOMES,WESTMINSTER,VT,128 MAYO RD,
KURN HATTIN HOMES FOR CHILDREN,WESTMINSTER,VT,708 KURN HATTIN RD,
LIFE CHRISTIAN ACADEMY,CHOCTAW,OK,3200 N CHOCTAW RD,
LIFE CHRISTIAN ACADEMY,KISSIMMEE,FL,2269 PARTIN SETTLEMENT RD,
LIFE CHRISTIAN ACADEMY,SOUTH CHESTERFIELD,VA,16801 HARROWGATE RD,
LIFE CHRISTIAN ACADEMY,WESTMINSTER,CO,11500 SHERIDAN BLVD,
KURTZ VALLEY SCHOOL,MIFFLINTOWN,PA,LOCUST RUN RD,
LIFE CHRISTIAN SCHOOL,ALOHA,OR,5585 SW 209TH AVE,
LIFE CHRISTIAN SCHOOL,TACOMA,WA,1717 S UNION AVE,
LIFE CHURCH SCHOOL,KIRKSVILLE,MO,112 W POTTER AVE,
LIFE COMMUNITY SERVICE CENTER,LOS ANGELES,CA,5300 W ADAMS BLVD,
LIFE DEVELOPMENT INSTITUTE,GLENDALE,AZ,18001 N 79TH AVE STE B42,
LIFE LEARNING COMMUNITY,ANN ARBOR,MI,806 AIRPORT BLVD,
LIFE MISSION TRAINING CENTER,HAMMONTON,NJ,111 8TH ST,
LIFE MISSSION SCHOOL,MONTICELLO,UT,46 ESAT 200 S,
LIFE OF CHRIST CHRISTIAN ACADEMY,NEW ORLEANS,LA,1851 N DORGENOIS ST,
LIFE POINT ACADEMY/ LIFE POINT CHURCH,PLEASANTVILLE,NJ,923 W WASHINGTON AVE,
LIFE PREP ACADEMY,NEWPORT,WA,3461 COYOTE TRL,
LIFE PREPARATORY ACADEMY,WICHITA,KS,3841 N MERIDIAN AVE,
KVC NILES,KANSAS CITY,MO,1911 E 23RD ST,
KWIS SCHOOL,HACIENDA HEIGHTS,CA,1925 S. KWIS,
KY ADVANCED TECH CENTER,BOWLING GREEN,KY,1127 MORGANTOWN ROAD,
KY TECH - BOWLING GREEN REGIONAL TECH CENTER,BOWLING GREEN,KY,1845 LOOP DRIVE,
LIFE SONG MONTESSORI,CARTERSVILLE,GA,324 W CHEROKEE AVE,
LIFE SOURCE CHRISTIAN SCHOOL,BALTIMORE,MD,8855 BELAIR RD,
LIFEGATE CHRISTIAN SCHOOL,HARRISBURG,OR,21211 COBURG RD,
LIFEGATE CHRISTIAN SCHOOL,OMAHA,NE,15555 W DODGE RD,
LIFEGATE CHRISTIAN SCHOOL,SEGUIN,TX,395 LIFEGATE LN,
LIFEHOUSE,HOUSTON,TX,2405 MINNESOTA ST,
LIFELINKS COMMUNITY SCHOOL,VAN WERT,OH,205 W CRAWFORD ST,
KZV ARMENIAN SCHOOL,SAN FRANCISCO,CA,825 BROTHERHOOD WAY,
L & L MONTESSORI SCHOOL,SOUTHPORT,NC,4150 VANESSA DR,
LIFES ACADEMY,ROCKY MOUNT,VA,200 DENT ST,
LIFESCAPE CHILDRENS SPECIALTY SCHOOL,SIOUX FALLS,SD,2501 W 26TH ST,
LIFESHARE EDUCATIONAL RESOURCES,GILBERT,AZ,875 S COOPER RD,
LIFESKILLS OUTREACH LEARNING AND SUPPORTS,JACKSONVILLE,FL,12443 JODA LN E,
LIFESPAN OF MN YOUTH TRANSITION,SHOREVIEW,MN,529 COUNTY ROAD E W STE C,
LIFESPAN SCHOOL & DAYCARE,QUAKERTOWN,PA,2460 JOHN FRIES HWY,
LIFESTONE ACADEMY,SAN BERNARDINO,CA,4835 HALLMARK PKWY,
LIFESTYLE CHRISTIAN SCHOOL,CONROE,TX,3993 INTERSTATE 45 N,
LIFETIME MONTESSORI,SAN DIEGO,CA,14727 CAMINO DE LA LUNA,
LIFEWORKS SCHOOL AT ROCKBOURNE FALLS,CLIFTON HEIGHTS,PA,4 ROCKBOURNE RD,
LIGHT CHRISTIAN ACADEMY,OCOEE,FL,1105 N LAKEWOOD AVE,
LIGHT CHRISTIAN ACADEMY DAYCARE & EARLY CHLD DEVEL,HOUSTON,TX,1535 GREENSMARK DR,
LIGHT OF FAITH CHRISTIAN ACADEMY,BOTHELL,WA,18008 BOTHELL EVERETT HWY # H,
LIGHT OF THE WORLD OF ATLANTA,ATLANTA,GA,542 MORELAND AVE SE,
LIGHT OF THE WORLD SCHOOL,KELLER,TX,8750 N RIVERSIDE DR,
LIGHTED WAY ASSOCIATION,LA SALLE,IL,941 6TH ST,
LIGHTHOUSE,SACRAMENTO,CA,6201 S ST # T08,
LIGHTHOUSE ACADEMIES OKC INC,OKLAHOMA CITY,OK,4906 SOUTH SANTA FE,
LIGHTHOUSE ACADEMY,ROSWELL,NM,2803 W 4TH,
LIGHTHOUSE ACADEMY,YORKVILLE,IL,504 CENTER PKWY,
LIGHTHOUSE ACADEMY  EAGLE VILLAGE,HERSEY,MI,4507 170TH AVENUE,
LIGHTHOUSE ACADEMY  NORTH CAMPUS,GRAND RAPIDS,MI,1260 EKHART ST NE,
LIGHTHOUSE ACADEMY  ST JOHNS,GRAND RAPIDS,MI,2355 KNAPP ST NE,
LIGHTHOUSE ACADEMY  THE PIER,GRAND RAPIDS,MI,703 BALL AVENUE NE,
LIGHTHOUSE ACADEMY  WAALKES,GRAND RAPIDS,MI,1501 CEDAR ST NE,
LIGHTHOUSE ACADEMY THE HAVEN,GRAND RAPIDS,MI,1565 CEDAR ST NE,
LIGHTHOUSE APOSTOLIC ACADEMY,LA GRANDE,OR,10501 W 1ST ST,
LIGHTHOUSE BAPTIST ACADEMY,BAYTOWN,TX,8622 GARTH RD,
LIGHTHOUSE BAPTIST ACADEMY,MISSOULA,MT,5425 GHARRETT AVE,
LIGHTHOUSE BAPTIST ACADEMY,RENO,NV,5350 PEMBROKE DR,
LIGHTHOUSE BAPTIST ACADEMY,THEODORE,AL,6335 SWEDETOWN RD N,
LIGHTHOUSE BAPTIST ACADEMY,WINTER PARK,FL,3834 HOWELL BRANCH RD,
LIGHTHOUSE BILINGUAL ACADEMY,GARLAND,TX,935 CASTLE DR,
L R E I,NEW YORK,NY,272 AVENUE OF THE AMERICAS,
LIGHTHOUSE CENTER FOR CREATIVE LEARNING,BRANDON,FL,516 CORNER DR,
"L'ECOLE FRANCAISE DU MAINE",SOUTH FREEPORT,ME,99 S FREEPORT RD,
LIGHTHOUSE CHRISTIAN ACADEMY,BLOOMINGTON,IN,1201 W THAT RD,
LIGHTHOUSE CHRISTIAN ACADEMY,COLUMBUS,GA,3679 STEAM MILL RD,
LIGHTHOUSE CHRISTIAN ACADEMY,CORTEZ,CO,11502 HWY 145,
LIGHTHOUSE CHRISTIAN ACADEMY,CUMBERLAND,MD,2020 BEDFORD ST,
LIGHTHOUSE CHRISTIAN ACADEMY,EAST PEORIA,IL,9005 N INDUSTRIAL RD,
LIGHTHOUSE CHRISTIAN ACADEMY,ENOREE,SC,23994 HWY 221 N,
LIGHTHOUSE CHRISTIAN ACADEMY,GASSAWAY,WV,38 PARSONS DR,
"L'ETOILE FRENCH IMMERSION SCHOOL",PORTLAND,OR,"68 SW MILES ST,",
LIGHTHOUSE CHRISTIAN ACADEMY,LORANGER,LA,51453 HWY 443,
"L'HERITAGE FRANCAIS",LA HABRA,CA,222 N EUCLID ST,
LIGHTHOUSE CHRISTIAN ACADEMY,LYON STATION,PA,5 E PENN ST,
LIGHTHOUSE CHRISTIAN ACADEMY,LYONS,PA,5 E PENN ST,
LIGHTHOUSE CHRISTIAN ACADEMY,MANAHAWKIN,NJ,400 BEACH AVE STE B,
LIGHTHOUSE CHRISTIAN ACADEMY,MAYO,FL,772 N STATE ROAD 51,
LIGHTHOUSE CHRISTIAN ACADEMY,MILLINGTON,TN,3660 SHELBY RD,
LIGHTHOUSE CHRISTIAN ACADEMY,MORRISTOWN,TN,360 W ECONOMY RD,
LIGHTHOUSE CHRISTIAN ACADEMY,OAKLAND PARK,FL,801 NE 34TH CT,
LIGHTHOUSE CHRISTIAN ACADEMY,ONEONTA,NY,12 GROVE ST,
LIGHTHOUSE CHRISTIAN ACADEMY,ROCHESTER,NH,17 HEATON ST,
LIGHTHOUSE CHRISTIAN ACADEMY,SAN LORENZO,CA,16053 ASHLAND AVE,
LIGHTHOUSE CHRISTIAN ACADEMY,TULSA,OK,7001 S UNION AVE,
LIGHTHOUSE CHRISTIAN LEARNING CENTER,HAINES CITY,FL,706 MELBOURNE AVE,
LIGHTHOUSE CHRISTIAN PREPARATORY ACADEMY,DELAND,FL,126 S RIDGEWOOD AVE,
LIGHTHOUSE CHRISTIAN SCHOOL,ABBEVILLE,SC,2918 HWY 72 E,
L.A. COUNTY FAIR ASSOC. CHILD DEVELOPMENT CENTER,POMONA,CA,1101 W MCKINLEY AVE # 1,
LIGHTHOUSE CHRISTIAN SCHOOL,DAGSBORO,DE,28157 LIGHTHOUSE XING,
L.A. ROAD CHRISTIAN SCHOOL,LOS ANGELES,CA,3508 N EAGLE ROCK BLVD,
LIGHTHOUSE CHRISTIAN SCHOOL,DOVER,PA,5005 CARLISLE RD,
L.B. HILL LEARNING CNTR.,PORTERVILLE,CA,1061 S. PLANO,
LIGHTHOUSE CHRISTIAN SCHOOL,EUTAW,AL,130 ALABAMA HWY 39,
LIGHTHOUSE CHRISTIAN SCHOOL,GIG HARBOR,WA,3008 36TH ST NW,
LIGHTHOUSE CHRISTIAN SCHOOL,HENDERSONVILLE,TN,130 MAPLE DR N,
LIGHTHOUSE CHRISTIAN SCHOOL,HOT SPRINGS,AR,1075 FOX PASS CUTOFF,
LIGHTHOUSE CHRISTIAN SCHOOL,KINGSPORT,TN,145 SHIPP SPRINGS RD,
LIGHTHOUSE CHRISTIAN SCHOOL,MADISON,WI,5202 REGENT ST,
LIGHTHOUSE CHRISTIAN SCHOOL,POMPANO BEACH,FL,2331 NE 26TH AVE,
LIGHTHOUSE CHRISTIAN SCHOOL,TWIN FALLS,ID,960 EASTLAND DR,
LIGHTHOUSE CHRISTIAN SCHOOL,VALDOSTA,GA,4565 BEMISS RD,
LIGHTHOUSE CHRISTIAN SCHOOL DINSMORE,JACKSONVILLE,FL,10604 IOWA AVE,
LIGHTHOUSE CHRISTIAN SCHOOL MIDDLEBURG,MIDDLEBURG,FL,3925 MAIN ST,
L.I.F.T ACADEMY,SEMINOLE,FL,13400 PARK BLVD,
LIGHTHOUSE CHRISTIAN SCHOOL WESTSIDE,JACKSONVILLE,FL,6800 W 5TH ST,
LIGHTHOUSE CHRISTIAN SCHOOL-MANDARIN,JACKSONVILLE,FL,3423 LORETTO RD,
LIGHTHOUSE EARLY LEARNING ACADEMY,HOLLAND,MI,163 PANTHER DR,
LIGHTHOUSE ELEMENTARY,PACIFIC GROVE,CA,1025 LIGHTHOUSE AVE.,
LA ACADEMIA AT THE DENVER INNER CITY PARISH,DENVER,CO,910 GALAPAGO ST,
LA AMISTAD EDUCATIONAL CENTER,MAITLAND,FL,1650 N PARK AVE,
LIGHTHOUSE ISLAND ACADEMY,TIONESTA,PA,1 LIGHTHOUSE IS,
LA CANADA PREPARATORY SCHOOL,LA CANADA FLINTRIDGE,CA,4490 CORNISHON AVE STE 1,
LIGHTHOUSE MENNONITE SCHOOL,MONTICELLO,GA,1585 HARVEY LN RD,
LA CASA MONTESSORI SCHOOL,OAK PARK,IL,514 ADAMS ST,
LIGHTHOUSE MONTESSORI SCHOOL,IDAHO FALLS,ID,756 S FOOTHILL RD,
LA CASITA BILINGUE MONTESSORI SCHOOL,PINOLE,CA,592 TENNENT AVE,
LIGHTHOUSE PREPARATORY ACADEMY,JEFFERSON CITY,MO,216 EL MERCADO PLZ,
LIGHTHOUSE PREPARATORY CHRISTIAN SCHOOL,BRADENTON,FL,1017 5TH ST W,
LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY,GULF BREEZE,FL,5613 GULF BREEZE PKWY,
LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY,PENSACOLA,FL,901 E GADSDEN ST,
"LIGHTHOUSE SCHOOL, INC",NORTH CHELMSFORD,MA,25 WELLMAN AVE,
LIGHTHOUSE SDA CHRISTIAN SCHOOL,FORT MORGAN,CO,700 MEEKER ST,
LIGO SCHOOL,NEW WILMINGTON,PA,417 LEESBURG STATION RD,
LA CHEIM SCHOOL,ANTIOCH,CA,55 E 18TH ST,
"LA CHEIM SCHOOL, INC.",EL SOBRANTE,CA,4892 SAN PABLO DAM RD,
