name,city,state,address,category
ADAMS (JOHN) ADULT HIGH,SAN FRANCISCO,CA,1860 HAYES ST.,MIDDLE
ASCENSION ACADEMY,AMARILLO,TX,9300 ASCENSION PKWY,MIDDLE
ADAMS (JOHN)(APHASIA),TORRANCE,CA,2121 W. 238TH ST.,MIDDLE
ASCENSION CATHOLIC DIOCESAN REGIONAL SCHOOL,DONALDSONVILLE,LA,311 SAINT VINCENT ST,MIDDLE
ASCENSION CATHOLIC SCHOOL,MELBOURNE,FL,3000 N HARBOR CITY BLVD,MIDDLE
ASCENSION ELEMENTARY SCHOOL,OAK PARK,IL,601 VAN BUREN ST,MIDDLE
ASCENSION EPISCOPAL KINDERGARTEN,VESTAVIA,AL,1912 CANYON RD,MIDDLE
ASCENSION EPISCOPAL SCHOOL,HOUSTON,TX,2525 SEAGLER,MIDDLE
ASCENSION EPISCOPAL SCHOOL,YOUNGSVILLE,LA,1800 CHEMIN METAIRIE PKWY,MIDDLE
ASCENSION LUTHERAN SCHOOL,FORT WAYNE,IN,8811 SAINT JOE RD,MIDDLE
ASCENSION LUTHERAN SCHOOL,SARASOTA,FL,800 MCINTOSH RD,MIDDLE
ASCENSION LUTHERAN SCHOOL,THOUSAND OAKS,CA,1600 E HILLCREST DR,MIDDLE
ASCENSION LUTHERAN SCHOOL,TORRANCE,CA,17910 PRAIRIE AVE,MIDDLE
ASCENSION LUTHERAN SCHOOL,TUCSON,AZ,1220 W MAGEE RD,MIDDLE
ASCENSION OF OUR LORD CATHOLIC SCHOOL,LA PLACE,LA,1809 GREENWOOD DR,MIDDLE
ASCENSION SCHOOL,CHESTERFIELD,MO,238 SANTA MARIA DR,MIDDLE
ASCENSION SCHOOL,KETTERING,OH,2001 WOODMAN DR,MIDDLE
ASCENSION SCHOOL,NEW YORK,NY,220 W 108TH ST,MIDDLE
ASCENSION SCHOOL,OVERLAND PARK,KS,9510 W 127TH ST,MIDDLE
ASCENSON,LOUISVILLE,KY,4600 LYNNBROOK DR,MIDDLE
ADAMS COUNTY CHRISTIAN ACADEMY,GETTYSBURG,PA,1865 BIGLERVILLE RD,MIDDLE
ASCENT ACADEMIES OF UTAH - WEST VALLEY,WEST VALLEY CITY,UT,3830 SOUTH 5600 WEST,MIDDLE
ADAMS COUNTY CHRISTIAN SCHOOL,WEST UNION,OH,187 WILLOW DR,MIDDLE
ASCENT SCHOOL FOR INDIVIDUALS WITH AUTISM,DEER PARK,NY,819 GRAND BLVD STE 2,MIDDLE
ASHBROOK INDEPENDENT SCHOOL,CORVALLIS,OR,4045 SW RESEARCH WAY,MIDDLE
ASHCREEK RANCH ACADEMY,TOQUERVILLE,UT,652 SHADY LN,MIDDLE
ADAMS INTERNATIONAL SCHOOL,MAIDENS,VA,1655 BROAD ST RD,MIDDLE
ASHE COUNTY EARLY COLLEGE HIGH,WEST JEFFERSON,NC,363 CAMPUS DR,MIDDLE
ADAMS MIDDLE,RICHMOND,CA,5000 PATTERSON CIR.,MIDDLE
ADAMS MONTESSORI SCHOOL,QUINCY,MA,310 ADAMS ST,MIDDLE
ADAMS PROTESTANT REFORMED CHRISTIAN SCHOOL,WYOMING,MI,5539 BYRON CENTER AVE SW,MIDDLE
ADAMS SCHOOL,REDONDO BEACH,CA,2600 RIPLEY AVE.,MIDDLE
ADAMS SCHOOL,ROCKVILLE,IN,600 N ADAMS RD,MIDDLE
ASHERTON EL,ASHERTON,TX,1295 MAY AVE,MIDDLE
ASHERY,FREDERICKSBURG,OH,9135 TR # 652,MIDDLE
ASHEVILLE CATHOLIC SCHOOL,ASHEVILLE,NC,12 CULVERN ST,MIDDLE
ASHEVILLE CHRISTIAN ACADEMY,SWANNANOA,NC,74 RIVERWOOD RD,MIDDLE
ADAMSVILLE PRIMARY SCHOOL,ATLANTA,GA,286 WILSON MILL RD SW,MIDDLE
ASHEVILLE MONTESSORI SCHOOL,ASHEVILLE,NC,15 JULIA ST,MIDDLE
ASHEVILLE SCHOOL,ASHEVILLE,NC,360 ASHEVILLE SCHOOL RD,MIDDLE
ASHEVILLE-PISGAH CHRISTIAN SCHOOL,CANDLER,NC,90 ACADEMY DR,MIDDLE
ADDAMS JUNIOR HIGH,FRESNO,CA,2117 W. MCKINLEY AVE.,MIDDLE
ADDICOTT (IRWIN O.) (TMR),FRESNO,CA,4784 E. DAYTON AVE.,MIDDLE
ASHLAND ELEMENTARY,SAN LEANDRO,CA,15510 USHER ST.,MIDDLE
ADDLESTONE HEBREW ACADEMY,CHARLESTON,SC,1675 RAOUL WALLENBERG BLVD,MIDDLE
ADELAIDE EDUCATIONAL CENTER,PHILADELPHIA,PA,6100 N 21ST ST,MIDDLE
ADELANTO CHARTER ACADEMY,VICTORVILLE,CA,18000 MCCOY CIR.,MIDDLE
ADELANTO MIDDLE,ADELANTO,CA,18295 RACCOON AVE.,MIDDLE
ADELBROOK-THE LEARNING CENTER OF MANCHESTER,MANCHESTER,CT,42 PROSPECT ST,MIDDLE
ASHLAND MONTESSORI SCHOOL,ASHLAND,OH,1515 MIFFLIN AVE,MIDDLE
ADELPHIAN JR. ACADEMY,HOLLY,MI,740 ACADEMY RD,MIDDLE
ASHLAND TECHNICAL COLLEGE,ASHLAND,KY,4818 ROBERTS DRIVE,MIDDLE
ADELPHOI ACADEMY AT HARTFORD HEIGHTS,NORTH HUNTINGDON,PA,15020 ARDARA RD,MIDDLE
ADELPHOI EDUCATION AT ALTOONA,ALTOONA,PA,900 S JAGGARD ST,MIDDLE
ADELPHOI EDUCATION AT BUTLER,BUTLER,PA,120 W CUNNINGHAM ST,MIDDLE
ADELPHOI EDUCATION AT MILLVALE,PITTSBURGH,PA,608 FARRAGUT ST,MIDDLE
ADELPHOI EDUCATION PARTIAL HOSPITALIZATION,LATROBE,PA,310 LIGONIER ST,MIDDLE
ASHLEY ACADEMY,JOHNSON CITY,TN,1502 KNOB CREEK RD,MIDDLE
ADIRONDACK CHRISTIAN SCHOOL,WILMINGTON,NY,6065 NYS ROUTE 86,MIDDLE
ASHLEY HALL SCHOOL,CHARLESTON,SC,172 RUTLEDGE AVE,MIDDLE
ADMINISTRATOR,KITTANNING,PA,215 AURTHER ST,MIDDLE
ADMIRAL FARRAGUT ACADEMY,ST PETERSBURG,FL,501 PARK ST N,MIDDLE
ASHTON ELEMENTARY,SALINAS,CA,112 S. WOOD ST.,MIDDLE
ADOLESCENT DAY TREATMENT CENTER,SAN JOSE,CA,650 S. BASCOM AVE.,MIDDLE
ADOLFO EGUEN,FLORIDA,PR,CARR 641 KM 1 HM 1 BO PAJONAL,MIDDLE
ADOLPH SCHREIBER HEBREW ACADEMY,NEW CITY,NY,360 NEW HEMPSTEAD RD,MIDDLE
ADONAI ACADEMY,CHATTANOOGA,TN,2809 13TH AVE,MIDDLE
ASHVILLE SCHOOL,OXFORD,PA,272 ASHVILLE RD,MIDDLE
ADRIAN MARTINEZ GANDIA,HATILLO,PR,CALLE MANUEL LA COMBA SECT MARINA,MIDDLE
ASHWOOD WALDORF SCHOOL,ROCKPORT,ME,180 PARK ST,MIDDLE
ADRIAN MEDINA,HUMACAO,PR,CARR 921 INTERSECCI?N 914 BO. TEJAS,MIDDLE
ADRIAN MIDDLE SCHOOL 56 BUILDING,ADRIAN,MI,340 EAST CHURCH ST,MIDDLE
ASIA PACIFIC LANGUAGE SCHOOL,BELLEVUE,WA,14040 NE 8TH ST STE 302,MIDDLE
ADULLAM HOUSE CHRISTIAN ACADEMY,WETUMPKA,AL,7469 GEORGIA RD,MIDDLE
ADULT & CAREER EDUCATION CENTER,DANVILLE,VA,141 GOODE STREET,MIDDLE
ADULT ALTERNATIVE EDUCATION,JURUPA VALLEY,CA,4041 PACIFIC AVE.,MIDDLE
ADULT AND CAREER EDUCATION,POMONA,CA,1515 WEST MISSION BLVD.,MIDDLE
ASP - FLORENCE WEST/A.C.I.,FLORENCE,AZ,915 E. DIVERSION DAM RD.,MIDDLE
ASP - MARANA O.C.T.F./A.C.I.,MARANA,AZ,12610 W. SILVERBELL RD.,MIDDLE
ADULT BASIC ED,PLANO,TX,1300 19TH ST,MIDDLE
ASP - PHOENIX WEST/A.C.I.,PHOENIX,AZ,3402 WEST COCOPAH,MIDDLE
ADULT DIAGNOSTIC AND TREATMENT CENTER,AVENEL,NJ,8 PRODUCTION WAY,MIDDLE
ASPC - DOUGLAS/A.C.I.,DOUGLAS,AZ,6911 NORTH B.D.I. BLVD,MIDDLE
ADULT DIVISION CENTER,WHITTIER,CA,9401 SOUTH PAINTER AVE.,MIDDLE
ASPC - SAFFORD/FT. GRANT/A.C.I.,SAFFORD,AZ,896 S. COOK RD.,MIDDLE
ADULT ED,FORT WORTH,TX,1066 W MAGNOLIA,MIDDLE
ADULT ED,POTTERVILLE,MI,420 N HIGH ST,MIDDLE
ADULT ED DEPARTMENT,DEARBORN HEIGHTS,MI,22586 ANN ARBOR TRL,MIDDLE
ASPEN ACADEMY,GREENWOOD VILLAGE,CO,5859 S UNIVERSITY BLVD,MIDDLE
ADULT EDUCATION,CERES,CA,2491 LAWRENCE ST.,MIDDLE
ADULT EDUCATION,FORT MYERS,FL,2855 COLONIAL BLVD,MIDDLE
ADULT EDUCATION,GARDEN GROVE,CA,11262 GARDEN GROVE BLVD.,MIDDLE
ADULT EDUCATION,HILLSDALE,MI,30 SOUTH NORWOOD AVE,MIDDLE
ADULT EDUCATION,MAYO,FL,363 NE CRAWFORD ST,MIDDLE
ADULT EDUCATION,MISSION VIEJO,CA,25598 PETER A. HARTMAN WAY,MIDDLE
ADULT EDUCATION,MOUNTAIN VIEW,CA,333 MOFFETT BLVD.,MIDDLE
ADULT EDUCATION,RED BLUFF,CA,1050 KIMBALL RD.,MIDDLE
ADULT EDUCATION,SAN RAFAEL,CA,PO BOX 390,MIDDLE
ADULT EDUCATION,THOUSAND OAKS,CA,1025 OLD FARM RD.,MIDDLE
ADULT EDUCATION,UPLAND,CA,565 WEST 11TH ST.,MIDDLE
ADULT EDUCATION,VACAVILLE,CA,188-B BELLA VISTA RD.,MIDDLE
ADULT EDUCATION - INDIANTOWN,INDIANTOWN,FL,15255 SW JACKSON AVE,MIDDLE
ADULT EDUCATION CENTER,HIGHLAND SPRINGS,VA,201 EAST NINE MILE ROAD,MIDDLE
ADULT EDUCATION CENTER,SANTA ROSA,CA,2230 LOMITAS AVE.,MIDDLE
ADULT EDUCATION CENTER OF PALM BEACH,WEST PALM BEACH,FL,2161 N MILITARY TRL,MIDDLE
ADULT EDUCATION EASTSIDE UNION,SAN JOSE,CA,625 EDUCATION PARK DR.,MIDDLE
ADULT EDUCATION EVENING PROGRAM,CARMICHAEL,CA,PO BOX 477,MIDDLE
ADULT EDUCATION PROGRAM,GAINESVILLE,FL,620 E UNIVERSITY AVE,MIDDLE
ADULT EDUCATION PROGRAM,SAN JOSE,CA,625 EDUCATIONAL PARK DR.,MIDDLE
ADULT EDUCATION-MARTIN CO HIGH,STUART,FL,2801 S KANNER HWY,MIDDLE
ADULT EVENING,OAKLAND,CA,2455 CHURCH ST.,MIDDLE
ADULT LEARNING CENTER OSCEOLA,KISSIMMEE,FL,2320 NEW BEGINNINGS RD,MIDDLE
ADULT LEARNING CTR.,VIRGINIA BEACH,VA,4160 VIRGINIA BEACH BLVD,MIDDLE
ADULT SATELLITE EAST,DADE CITY,FL,38301 MARTIN LUTHER KING BLVD,MIDDLE
ADULT SATELLITE WEST,NEW PORT RICHEY,FL,7825 CAMPUS DR,MIDDLE
ADULT TRANSITION PROGRAM,MADERA,CA,955 WEST PECAN AVE.,MIDDLE
ADULT VIRTUAL ACADEMY,PALM SPRINGS,FL,4200 PURDY LN BLDG 50-104,MIDDLE
ADULT/COMMUNITY EDUCATION,CRAWFORDVILLE,FL,126 HIGH DR,MIDDLE
ADULT/COMMUNITY EDUCATION,WAUCHULA,FL,901 W MAIN ST,MIDDLE
ASPIRA CHARTER SCHOOLS,CHICAGO,IL,1711 N CALIFORNIA,MIDDLE
ADULT/VOCATIONAL/COMMUNITY EDUCATION,KEY WEST,FL,5901 COLLEGE RD,MIDDLE
ADVANCE ACADEMY AT MATTHEW REARDON CTR FOR AUTISM,SAVANNAH,GA,"6602 ABERCORN ST., STE 200",MIDDLE
ASPIRATIONS SCHOOL OF LEARNING,CARLSBAD,CA,6286 EL CAMINO REAL,MIDDLE
ASPIRE  HIGH SCHOOL,PRESCOTT,AZ,2970 CENTERPOINTE EAST,MIDDLE
ASPIRE ACADEMY,RICHMOND,VA,2020 WESTWOOD AVE,MIDDLE
ADVANCE CHRISTIAN ACADEMY,MIAMI,FL,14420 NW 7TH AVE,MIDDLE
ADVANCE LEARNING ACADEMY,MAITLAND,FL,140 ADVANCE PT,MIDDLE
ADVANCE LEARNING CENTER,SAINT MARYS,GA,3451 CHARLIE SMITH STATE ROAD HWY,MIDDLE
ASPIRE BENJAMIN HOLT MIDDLE,STOCKTON,CA,3293 EAST MORADA LN.,MIDDLE
ADVANCED CAREER EDUCATION CENTER AT HERMITAGE,RICHMOND,VA,8301 HUNGARY SPRING RD,MIDDLE
ADVANCED CAREER EDUCATION CENTER AT HIGHLAND SPRINGS,HIGHLAND SPRINGS,VA,100 TECH DRIVE,MIDDLE
ADVANCED CHRISTIAN ACADEMY,GRESHAM,OR,2500 SE PALMBLAD RD,MIDDLE
ADVANCED PREPARATORY INTERNATIONAL,DALLAS,TX,5787 S HAMPTON RD STE 115,MIDDLE
ADVANCED TECHNOLOGY CENTER,VIRGINIA BEACH,VA,1800 COLLEGE CRESCENT,MIDDLE
ASPIRE OF WNY/CTR FOR LEARNING,CHEEKTOWAGA,NY,4635 UNION RD,MIDDLE
ADVANCED VIRTUAL ACADEMY,HOUSTON,TX,1102 TELEPHONE RD,MIDDLE
ASSEMBLY CHRISTIAN SCHOOL,NEW IBERIA,LA,4219 E ADMIRAL DOYLE DR,MIDDLE
ASSEMBLY OF FAITH CHR. SCHOOL,DALLAS,NC,1030 LOWER DALLAS HWY,MIDDLE
ASSETS SCHOOL,HONOLULU,HI,1 OHANA NUI WAY,MIDDLE
ADVANTAGE ARTS ACADEMY,FARMINGTON,UT,454 S. 500 E.,MIDDLE
ASSUMPTION ACADEMY,BROADVIEW HEIGHTS,OH,9183 BROADVIEW RD,MIDDLE
ADVENT EPISCOPAL DAY SCHOOL,BIRMINGHAM,AL,2019 6TH AVE N,MIDDLE
ADVENT LUTHERAN PRESCHOOL,ZIONSVILLE,IN,11250 N MICHIGAN RD,MIDDLE
ADVENT LUTHERAN SCHOOL,BOCA RATON,FL,300 E YAMATO RD,MIDDLE
ASSUMPTION ACADEMY,STRAFFORD,PA,135 FAIRFIELD LN,MIDDLE
ASSUMPTION BVM ELEMENTARY SCHOOL,PULASKI,WI,109 E PULASKI ST,MIDDLE
ADVENTIST ACADEMY OF SANTA FE,SANTA FE,NM,702 BISHOPS LODGE RD,MIDDLE
ASSUMPTION BVM SCHOOL,BELMONT,MI,6393 BELMONT AVE NE,MIDDLE
ADVENTIST CHRISTIAN ACADEMY,CHARLOTTE,NC,4601 EMORY LN,MIDDLE
ASSUMPTION BVM SCHOOL,POTTSVILLE,PA,112 S 7TH ST,MIDDLE
ADVENTIST CHRISTIAN ACADEMY,NEW PORT RICHEY,FL,4416 THYS RD,MIDDLE
ASSUMPTION BVM SCHOOL,WEST GROVE,PA,290 STATE ROAD,MIDDLE
ADVENTIST CHRISTIAN ACADEMY,PANAMA CITY,FL,2700 LISENBY AVE,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,BELLINGHAM,WA,2116 CORNWALL AVE,MIDDLE
ADVENTIST CHRISTIAN ACADEMY,RALEIGH,NC,4805 DILLARD DR,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,DENVER,CO,2341 E 78TH AVE,MIDDLE
ADVENTIST CHRISTIAN ELEMENTARY,BLOOMINGTON,IN,2230 N MARTHA ST,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,DURAND,WI,901 W PROSPECT ST,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,HIBBING,MN,2310 7TH AVE E,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,HOUSTON,TX,801 ROSELANE ST,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,JACKSONVILLE,FL,2431 ATLANTIC BLVD,MIDDLE
ADVENTIST CHRISTIAN SCHOOL,DETROIT LAKES,MN,404 RICHWOOD RD,MIDDLE
ASSUMPTION CATHOLIC SCHOOL,PERTH AMBOY,NJ,380 MEREDITH ST,MIDDLE
ADVENTIST CHRISTIAN SCHOOL,KLAMATH FALLS,OR,2499 MAIN ST,MIDDLE
ASSUMPTION EARLY CHILDHOOD CENTER,EMERSON,NJ,35 JEFFERSON AVE,MIDDLE
ADVENTIST CHRISTIAN SCHOOL,RIDGECREST,CA,555 W LAS FLORES AVE,MIDDLE
ADVENTIST CHRISTIAN SCHOOL,WILLITS,CA,22751 BRAY RD,MIDDLE
ADVENTIST CHRISTIAN SCHOOL OF MARYVILLE,MARYVILLE,TN,2925 SEVIERVILLE RD,MIDDLE
ADVENTIST MALAMA ELEMENTARY SCHOOL,WAIANAE,HI,86-072 FARRINGTON HWY,MIDDLE
ASSUMPTION HIGH SCHOOL,LOUISVILLE,KY,2170 TYLER LN,MIDDLE
ASSUMPTION HIGH SCHOOL,WISCONSIN RAPIDS,WI,445 CHESTNUT ST,MIDDLE
ASSUMPTION MIDDLE SCHOOL,WISCONSIN RAPIDS,WI,440 MEAD ST,MIDDLE
ASSUMPTION OF THE BVM ELEMENTARY SCHOOL,PASADENA,CA,2660 E ORANGE GROVE BLVD,MIDDLE
ASSUMPTION OF THE BVM SCHOOL,MORRISTOWN,NJ,63 MACCULLOCH AVE,MIDDLE
ASSUMPTION PARISH SCHOOL,SAINT LOUIS,MO,4709 MATTIS RD,MIDDLE
ASSUMPTION PARISH SCHOOL,SPOKANE,WA,3618 W INDIAN TRL RD,MIDDLE
ASSUMPTION SCHOOL,ANSONIA,CT,51 N CLIFF ST,MIDDLE
ASSUMPTION SCHOOL,LOS ANGELES,CA,3016 WINTER ST,MIDDLE
ASSUMPTION SCHOOL,SAN LEANDRO,CA,1851 136TH AVE,MIDDLE
ASSUMPTION SCHOOL,WALLA WALLA,WA,2066 E ALDER ST,MIDDLE
ASSUMPTION-ST BRIDGET SCHOOL,SEATTLE,WA,6220 32ND AVE NE,MIDDLE
ASSURANCE ACADEMY CHRISTIAN SCHOOL,ROCKLEDGE,FL,1009 S FISKE BLVD,MIDDLE
ADVENTURE CHRISTIAN ACADEMY,TAVARES,FL,3800 STATE ROAD 19,MIDDLE
ADVENTURE ISLAND CHRISTIAN SCHOOL,MURRIETA,CA,40515 CALIFORNIA OAKS RD,MIDDLE
ADVENTURE MONTESSORI LEARNING CENTER,LAFAYETTE,CO,250 S CHERRYWOOD DR,MIDDLE
ADVENTURES IN LEARNING,SATELLITE BEACH,FL,590 CASSIA BLVD,MIDDLE
AEF - WESTHAM ACADEMY,DAVIE,FL,5725 ORANGE DR,MIDDLE
AEF SCHOOLS,DAVIE,FL,4650 SW 61ST AVE,MIDDLE
ASTORIA LUTHERAN SCHOOL,ASTORIA,NY,3120 21ST AVE,MIDDLE
AEP CAMPUS,HOWE,TX,105 W TUTT ST,MIDDLE
ASTRA NOVA SCHOOL,LOS ANGELES,CA,574 HILGARD AVE,MIDDLE
ASU ACADEMY AT MIDDLE FORK,WALKERTOWN,NC,3125 WILLISTON ROAD,MIDDLE
AESA PREP ACADEMY,AUSTIN,TX,14101 CANONADE,MIDDLE
AFA ACADEMY/HOWARD PARK CENTER,WILDWOOD,MO,16375 PIERSIDE LN,MIDDLE
AFRICA-CARE ACADEMY,DALLAS,TX,724 W 10TH ST,MIDDLE
AFTERNOON GROUP LEARNING CENTERS,TOWSON,MD,105 W. CHESAPEAKE AVENUE,MIDDLE
AFTON CHRISTIAN SCHOOL,AFTON,VA,9357 CRITZERS SHOP RD,MIDDLE
AG MONTESSORI SCHOOL,UNIONTOWN,PA,199 EDISON ST,MIDDLE
AGAPE ACADEMY & CHILD DEVELOPMENT CENTER,SAINT LOUIS,MO,7400 OLIVE BLVD,MIDDLE
AGAPE CHRISTIAN ACADEMY,CORSICANA,TX,3116 W STATE HIGHWAY 22,MIDDLE
ATASCOCITA MONTESSORI SCHOOL,HUMBLE,TX,19120 W LAKE HOUSTON PKWY,MIDDLE
AGAPE CHRISTIAN ACADEMY,LOBECO,SC,42 KEANS NECK RD,MIDDLE
AGAPE CHRISTIAN ACADEMY,MOORE HAVEN,FL,24068 US HIGHWAY 27,MIDDLE
ATASCOSA CO ALTER,JOURDANTON,TX,1508 CAMPBELL ST,MIDDLE
AGAPE CHRISTIAN ACADEMY,ORLANDO,FL,2425 N HIAWASSEE RD,MIDDLE
AGAPE CHRISTIAN HIGH SCHOOL,MARION,IL,5208 MEADOWLAND PKWY # A,MIDDLE
ATASCOSA COUNTY JJAEP,JOURDANTON,TX,1508 CAMPBELL ST,MIDDLE
AGAPE CHRISTIAN SCHOOL,MISSION,TX,1401 E 24TH ST,MIDDLE
AGAPE CHRISTIAN SCHOOL OF SARASOTA,SARASOTA,FL,150 N SHADE AVE,MIDDLE
ATASCOSA JUVENILE DETENTION CTR,JOURDANTON,TX,711 BROADWAY ST,MIDDLE
AGAPE GARDEN MONTESSORI SCHOOL,KOKOMO,IN,804 S PURDUM ST,MIDDLE
AGAPE JR ACADEMY,LAWRENCEVILLE,GA,186 NEW HOPE RD,MIDDLE
AGAPE LEARNING CENTER,NEW CASTLE,IN,3200 S 14TH ST,MIDDLE
AGAPE MONTESSORI SCHOOL,EL MONTE,CA,9537 TELSTAR AVE STE 129,MIDDLE
ATCHISON HIGH  SCHOOL,ATCHISON,KS,1500 W. RILEY ST,MIDDLE
AGAPE MONTESSORI SCHOOL,OLATHE,KS,16550 W 129TH ST,MIDDLE
AGAPE SCHOOL FOR GIRLS,WALWORTH,WI,215 S MAIN ST,MIDDLE
AGAPELAND CHRISTIAN ACADEMY,BAKERSFIELD,CA,1030 4TH ST,MIDDLE
AGATHOS CLASSICAL SCHOOL,COLUMBIA,TN,1201 MAPLEASH AVE,MIDDLE
ATERES BAIS YAAKOV,LAKEWOOD,NJ,360 OAK ST,MIDDLE
ATERES BAIS YAAKOV ACADEMY OF ROCKLAND,AIRMONT,NY,236 CHERRY LN,MIDDLE
ATERES TZIPORA,LAKEWOOD,NJ,150 OBERLIN AVE N STE 7,MIDDLE
ATHENA DAY SCHOOL,PLYMOUTH,MA,123 S ST,MIDDLE
AGBU MANOOGIAN-DEMIRDJIAN SCHOOL,CANOGA PARK,CA,6844 OAKDALE AVE,MIDDLE
AGBU VATCHE AND TAMAR MANOUKIAN HIGH SCHOOL,PASADENA,CA,2495 E MOUNTAIN ST,MIDDLE
ATHENA MONTESSORI ACADEMY,AUSTIN,TX,1503 MORGAN LN,MIDDLE
AGETS,FLUSHING,NY,13030 31ST AVE,MIDDLE
AGGIELAND COUNTRY SCHOOL,COLLEGE STATION,TX,1500 QUAIL RUN,MIDDLE
AGIA SOPHIA ACADEMY,BEAVERTON,OR,14485 SW WALKER RD,MIDDLE
ATHENIAN ACADEMY CHARTER SCHOOL,CLEARWATER,FL,2289 N HERCULES AVE,MIDDLE
ATHENOUR EARLY CHILDHOOD EDUCATION CENTER,SAN JOSE,CA,5200 DENT AVE,MIDDLE
ATHENS ACADEMY,ATHENS,GA,1281 SPARTAN LN,MIDDLE
AGNES J. JOHNSON  ELEMENTARY,WEOTT,CA,73 SCH RD.,MIDDLE
ATHENS BIBLE SCHOOL,ATHENS,AL,507 S HOFFMAN ST,MIDDLE
ATHENS CHRISTIAN ACADEMY,ATHENS,TX,105 S CARROLL ST,MIDDLE
ATHENS CHRISTIAN PREPARATORY ACADEMY,ATHENS,TX,2621 US HIGHWAY 175 E,MIDDLE
ATHENS EL,SAN ANTONIO,TX,2707 W GERALD AVE,MIDDLE
AGNES WEBER MEADE  (SDL),MARYSVILLE,CA,19TH & AHERN STS.,MIDDLE
AGNEW ELEMENTARY,SANTA CLARA,CA,2250 AGNEW RD.,MIDDLE
AGNUS DEI CHRISTIAN SCHOOL,MIRA LOMA,CA,10514 ROUSELLE DR,MIDDLE
ATHENS MONTESSORI SCHOOL,ATHENS,GA,3145 BARNETT SHOALS RD,MIDDLE
AGUA-DULCE SCHOOL (EH),AGUA DULCE,CA,32700 N. AGUA DULCE,MIDDLE
ATHERTON JR  SR HIGH SCHOOL,BURTON,MI,3354 SOUTH GENESEE RD,MIDDLE
AGUSTIN BALSEIRO,BARCELONETA,PR,CARR 684 KM 15 BO PALMAS ALTAS,MIDDLE
AGUSTIN DUENO,JUNCOS,PR,CARR 185 KM 19 HM 7 BO LAS PI?AS,MIDDLE
AGUSTIN ORTIZ RIVERA,JAYUYA,PR,CALLE GULLERMO ESTEVES,MIDDLE
AHB COMMUNITY SCHOOL,AUSTIN,TX,4001 SPEEDWAY,MIDDLE
AHOSKIE CHRISTIAN SCHOOL,AHOSKIE,NC,500 KIWANIS ST,MIDDLE
AHRENS CHILD CARE CENTER,REDLANDS,CA,201 N UNIVERSITY ST,MIDDLE
AHWATUKEE FOOTHILLS MONTESSORI,PHOENIX,AZ,3221 E CHANDLER BLVD,MIDDLE
AI XIN LEARNING CENTER,NEWARK,CA,5437 CENTRAL AVE,MIDDLE
AIA LANCASTER MIDDLE,LANCASTER,TX,901 E BELTLINE RD,MIDDLE
ATLANTA ADVENTIST ACADEMY,DULUTH,GA,2959 DULUTH HWY 120,MIDDLE
AICHHORN SCHOOL (THE),NEW YORK,NY,23 W 106TH ST,MIDDLE
ATLANTA ADVENTIST INTERNATIONAL SCHOOL,JONESBORO,GA,9940 DIXON INDUSTRIAL BLVD,MIDDLE
ATLANTA COUNTRY DAY SCHOOL,ATLANTA,GA,8725 DUNWOODY PL STE 2,MIDDLE
ATLANTA ELEM.,RIPON,CA,15301 E. FRENCH CAMP RD.,MIDDLE
ATLANTA GIRLS SCHOOL,ATLANTA,GA,3254 NORTHSIDE PKWY NW,MIDDLE
ATLANTA INTERNATIONAL SCHOOL,ATLANTA,GA,2890 N FULTON DR NE,MIDDLE
ATLANTA JEWISH ACADEMY,ATLANTA,GA,5200 NORTHLAND DR,MIDDLE
ATLANTA JEWISH ACADEMY UPPER SCHOOL,ATLANTA,GA,5200 NORTHLAND DR,MIDDLE
ATLANTA MONTESSORI INTERNATIONAL SCHOOL,ATLANTA,GA,1970 CLIFF VALLEY WAY NE STE 250,MIDDLE
AIDAN MONTESSORI SCHOOL,WASHINGTON,DC,2700 27TH ST NW,MIDDLE
ATLANTA NORTH SCHOOL OF SEVENTH-DAY ADVENTISTS,DUNWOODY,GA,5123 CHAMBLEE DUNWOODY RD,MIDDLE
ATLANTA SPEECH SCHOOL,ATLANTA,GA,3160 NORTHSIDE PKWY NW,MIDDLE
ATLANTA TRILINGUAL ACADEMY,ATLANTA,GA,2581 B SPRING RD,MIDDLE
ATLANTA YOUTH ACADEMY,ATLANTA,GA,2120 FORREST PARK RD SE,MIDDLE
AIKENS FBC PRESCHOOL,AIKEN,SC,120 CHESTERFIELD ST N,MIDDLE
ATLANTIC AMISH SCHOOL,ATLANTIC,PA,9778 ATLANTIC RD,MIDDLE
AIM ACADEMY,CONSHOHOCKEN,PA,1200 RIVER RD STE 100,MIDDLE
ATLANTIC CHRISTIAN ACADEMY OF THE PALM BEAC,WEST PALM BEACH,FL,4900 SUMMIT BLVD,MIDDLE
ATLANTIC CHRISTIAN SCHOOL,EGG HARBOR TOWNSHIP,NJ,391 ZION RD,MIDDLE
AIMS COLLEGE PREP MIDDLE,OAKLAND,CA,171 12TH ST.,MIDDLE
AINSWORTH ELEMENTARY SCHOOL,AINSWORTH,IA,835 PARK STREET,MIDDLE
