July 2019,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2019.pdf
July 2018,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2018.pdf
July 2017,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2017.pdf
July 2016,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2016.pdf
July 2015,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2015.pdf
July 2014,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2014.pdf
July 2013,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2013.pdf
July 2012,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2012.pdf
July 2011,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2011.pdf
July 2010,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2010.pdf
July 2009,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2009.pdf
July 2008,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2008.pdf
July 2007,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2007.pdf
July 2006,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2006.pdf
July 2005,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2005.pdf
July 2004,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2004.pdf
July 2003,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2003.pdf
July 2002,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2002.pdf
July 2001,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2001.pdf
July 2000,https://www.tn.gov/content/dam/tn/correction/documents/JailJuly2000.pdf
July 2019,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2019.pdf
July 2018,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2018.pdf
July 2017,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2017.pdf
July 2016,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2016.pdf
July 2015,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2015.pdf
July 2014,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2014.pdf
July 2013,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2013.pdf
July 2012,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2012.pdf
July 2011,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2011.pdf
July 2010,https://www.tn.gov/content/dam/tn/correction/documents/JailFemaleJuly2010.pdf
