name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
TERIYAKI CHARBURGER,HABIT,NATIONAL,510,35,65,1610,52,3,16,23
CHOCOLATE MALTED SHAKE,HABIT,NATIONAL,860,27,95,410,142,0,113,14
CHOCOLATE SHAKE,HABIT,NATIONAL,820,28,90,350,133,0,108,12
CHOCOLATE SUNDAE,HABIT,NATIONAL,990,37,100,360,161,3,119,17
COFFEE MALTED SHAKE,HABIT,NATIONAL,720,27,95,390,108,0,84,14
COFFEE SHAKE,HABIT,NATIONAL,680,28,90,330,99,0,79,12
MOCHA MALTED SHAK,HABIT,NATIONAL,800,27,95,400,126,0,98,14
MOCHA SHAKE,HABIT,NATIONAL,760,28,90,340,117,0,93,12
STRAWBERRY MALTED SHAKE,HABIT,NATIONAL,800,26,100,400,128,0,104,15
STRAWBERRY SHAKE,HABIT,NATIONAL,760,27,95,350,119,0,98,13
STRAWBERRY SUNDAE,HABIT,NATIONAL,940,37,100,345,142,3,106,17
VANILLA ICE CREAM CONE,HABIT,NATIONAL,330,11,45,150,52,0,37,5
VANILLA MALTED SHAKE,HABIT,NATIONAL,750,29,100,410,110,0,86,16
VANILLA SHAKE,HABIT,NATIONAL,710,30,100,360,100,0,80,14
VANILLA SUNDAE,HABIT,NATIONAL,840,37,100,340,125,3,89,17
KIDS CHARBURGER WITH FRIES,HABIT,NATIONAL,655,26,80,760,60,4,13,32
KIDS CHICKEN NUGGETS WITH FRIES,HABIT,NATIONAL,410,18,40,870,47,5,8,16
KIDS GRILLED CHEESE WITH FRIES,HABIT,NATIONAL,650,22,40,1250,70,5,11,19
AMERICAN CHEESE,HABIT,NATIONAL,70,6,15,340,1,0,0,4
ANCHO BBQ SAUCE,HABIT,NATIONAL,50,2,0,210,10,0,8,0
APPLE JUICE,HABIT,NATIONAL,80,0,0,15,21,0,19,0
APPLE SLICES,HABIT,NATIONAL,30,0,0,0,8,2,6,0
APPLESAUCE,HABIT,NATIONAL,50,0,0,0,12,2,11,0
AVOCADO,HABIT,NATIONAL,90,8,0,45,5,4,0,1
BACON,HABIT,NATIONAL,100,9,10,300,0,0,0,4
BBQ SAUCE,HABIT,NATIONAL,60,0,0,240,15,0,12,0
BLUE CHEESE DRESSING,HABIT,NATIONAL,80,8,5,250,1,0,1,1
BUTTER BLEND SPREAD,HABIT,NATIONAL,50,5,0,35,0,0,0,1
CAESAR SALAD DRESSING,HABIT,NATIONAL,180,20,20,160,1,0,0,1
CARAMELIZED ONIONS,HABIT,NATIONAL,14,1,0,150,3,1,1,0
CHARGRILLED AHI TUNA,HABIT,NATIONAL,130,1,40,900,7,0,7,23
CILANTRO LIME RANCH,HABIT,NATIONAL,120,10,10,115,2,0,2,1
CRAISINS,HABIT,NATIONAL,40,0,0,0,8,1,8,0
CROUTONS,HABIT,NATIONAL,40,1,0,80,6,0,0,1
CRUMBLED BLUE CHEESE,HABIT,NATIONAL,50,4,15,190,1,0,0,3
CRUMBLED FETA CHEESE,HABIT,NATIONAL,70,6,15,350,1,0,0,4
FAT FREE ITALIAN DRESSING,HABIT,NATIONAL,12,0,0,280,3,0,1,0
FIRE ROASTED CORN,HABIT,NATIONAL,30,0,0,4,6,0,2,1
GRILLED BEEF PATTY,HABIT,NATIONAL,225,20,65,890,0,0,0,15
GRILLED CHICKEN BREAST,HABIT,NATIONAL,220,11,90,1000,2,0,1,30
GRILLED TRI TIP STEAK,HABIT,NATIONAL,380,22,95,1500,1,0,1,43
HAND BREADED CHICKEN,HABIT,NATIONAL,460,6,95,1080,55,2,3,42
HIDDEN VALLEY RANCH DRESSING,HABIT,NATIONAL,120,12,10,210,2,0,1,1
HOUSE DRESSING BALSAMIC OLIVE OIL,HABIT,NATIONAL,160,17,0,120,3,0,2,0
KALE PESTO VINAIGRETTE,HABIT,NATIONAL,130,14,0,105,1,0,0,0
MAYONNAISE,HABIT,NATIONAL,100,12,10,50,0,0,0,0
PICKLED RED ONION,HABIT,NATIONAL,10,1,0,5,1,0,0,0
PINEAPPLE SLICE,HABIT,NATIONAL,10,0,0,0,3,0,3,0
PORTABELLA MUSHROOMS,HABIT,NATIONAL,120,13,0,300,2,1,1,1
QUINOA,HABIT,NATIONAL,30,1,0,1,5,1,0,1
RED WINE VINAIGRETTE,HABIT,NATIONAL,150,17,0,140,1,0,1,0
ROASTED GARLIC AIOLI,HABIT,NATIONAL,180,21,20,280,1,0,0,1
SPICY RED PEPPER SAUCE,HABIT,NATIONAL,150,17,0,15,3,0,2,0
SWEET MUSTARD DRESSING VEGAN,HABIT,NATIONAL,140,14,2,135,6,0,5,0
TARTAR SAUCE,HABIT,NATIONAL,160,17,15,190,1,0,0,0
TERIYAKI SAUCE,HABIT,NATIONAL,34,0,0,700,8,0,7,0
THOUSAND ISLAND DRESSING,HABIT,NATIONAL,130,13,20,210,3,0,2,0
VEGGIE BURGER PATTY,HABIT,NATIONAL,170,6,0,460,16,3,2,14
WHIPPED CREAM,HABIT,NATIONAL,15,2,0,5,1,0,1,0
WHITE AMERICAN CHEESE,HABIT,NATIONAL,70,5,15,300,0,0,0,4
CAESAR SALAD WITH DRESSING,HABIT,NATIONAL,470,29,30,380,32,4,2,12
CHICKEN CAESAR SALAD WITH DRESSING,HABIT,NATIONAL,690,39,120,1380,34,4,3,45
GARDEN SALAD WITHOUT DRESSING,HABIT,NATIONAL,190,5,0,310,24,7,11,6
GRILLED CHICKEN SALAD WITHOUT DRESSING,HABIT,NATIONAL,410,15,95,1000,26,7,13,35
SANTA BARBARA COBB SALAD WITH DRESSING,HABIT,NATIONAL,690,50,120,1000,14,6,5,47
SOUTHWEST BBQ CHICKEN SALAD WITH DRESSING,HABIT,NATIONAL,690,39,130,1240,36,5,24,43
SUPER FOOD SALAD WITH DRESSING,HABIT,NATIONAL,780,51,110,1330,44,8,16,40
CHARGRILLED AHI TUNA SANDWICH,HABIT,NATIONAL,390,10,40,2090,51,2,8,28
CHICKEN CLUB SANDWICH,HABIT,NATIONAL,730,39,110,1845,51,7,4,47
CHICKEN SANDWICH,HABIT,NATIONAL,840,48,130,1770,62,2,4,42
GOLDEN FRIED CHICKEN SANDWICH,HABIT,NATIONAL,930,40,120,2760,96,5,14,48
TRI TIP SANDWICH,HABIT,NATIONAL,960,54,115,2000,68,3,11,53
VEGGIE BURGER ON WHEAT BUN VEGAN,HABIT,NATIONAL,470,12,0,1080,63,8,12,28
FRENCH FRIES,HABIT,NATIONAL,440,27,0,820,60,4,1,4
ONION RINGS,HABIT,NATIONAL,500,24,0,990,62,3,28,10
SIDE CAESAR SALAD WITH DRESSING,HABIT,NATIONAL,220,15,15,380,16,1,1,6
SIDE SALAD WITHOUT DRESSING,HABIT,NATIONAL,70,3,0,135,12,3,4,2
SWEET POTATO FRIES,HABIT,NATIONAL,374,11,0,347,50,8,19,3
TEMPURA GREEN BEANS,HABIT,NATIONAL,250,11,0,680,34,7,6,3
