name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
PROVOLONE CHEESE FOR SMALL SUB,PENN STATION,NATIONAL,102,8,20,253,1,,0,7
PROVOLONE CHEESE FOR WRAP,PENN STATION,NATIONAL,152,12,30,380,2,,0,11
PROVOLONE CHEESE FOR REGULAR SUB,PENN STATION,NATIONAL,153,12,30,380,2,,0,11
PROVOLONE CHEESE FOR LARGE SUB,PENN STATION,NATIONAL,204,16,40,506,2,,0,14
SWISS CHEESE FOR SNACK SUB,PENN STATION,NATIONAL,54,3,13,10,1,,0,4
SWISS CHEESE FOR SALAD,PENN STATION,NATIONAL,108,7,26,20,2,,0,8
SWISS CHEESE FOR SMALL SUB,PENN STATION,NATIONAL,108,7,26,20,2,,0,8
SWISS CHEESE FOR WRAP,PENN STATION,NATIONAL,162,11,39,30,2,,1,11
SWISS CHEESE FOR REGULAR SUB,PENN STATION,NATIONAL,162,11,39,30,2,,1,11
SWISS CHEESE FOR LARGE SUB,PENN STATION,NATIONAL,216,16,52,40,3,,1,15
1000 ISLAND DRESSING FOR SNACK SUB,PENN STATION,NATIONAL,111,11,11,155,3,,3,0
1000 ISLAND DRESSING FOR SMALL SUB,PENN STATION,NATIONAL,222,23,23,311,6,,6,0
1000 ISLAND DRESSING FOR REGULAR SUB,PENN STATION,NATIONAL,333,34,34,466,9,,9,0
1000 ISLAND DRESSING FOR SALAD,PENN STATION,NATIONAL,333,34,34,466,9,,9,0
1000 ISLAND DRESSING FOR WRAP,PENN STATION,NATIONAL,333,34,34,466,9,,9,0
1000 ISLAND DRESSING FOR LARGE SUB,PENN STATION,NATIONAL,444,45,45,621,12,,12,0
CAESAR DRESSING FOR WRAP,PENN STATION,NATIONAL,266,28,33,598,4,,4,4
CAESAR DRESSING FOR SALAD,PENN STATION,NATIONAL,266,28,33,598,4,,4,4
HONEY MUSTARD FOR SNACK,PENN STATION,NATIONAL,33,3,2,43,1,,1,0
HONEY MUSTARD FOR SMALL,PENN STATION,NATIONAL,67,6,5,86,2,,2,0
HONEY MUSTARD FOR REGULAR,PENN STATION,NATIONAL,100,9,7,130,4,,3,1
HONEY MUSTARD FOR SALAD,PENN STATION,NATIONAL,100,9,7,130,4,,3,1
HONEY MUSTARD FOR WRAP,PENN STATION,NATIONAL,100,9,7,130,4,,3,1
HONEY MUSTARD FOR LARGE,PENN STATION,NATIONAL,133,12,9,173,5,,4,1
MAYONNAISE FOR SNACK SUB,PENN STATION,NATIONAL,98,10,5,98,0,,0,0
MAYONNAISE FOR SMALL SUB,PENN STATION,NATIONAL,196,21,11,196,0,,0,0
MAYONNAISE FOR WRAP,PENN STATION,NATIONAL,293,32,16,293,0,,0,0
MAYONNAISE FOR REGULAR SUB,PENN STATION,NATIONAL,293,32,16,293,0,,0,0
MAYONNAISE FOR SALAD,PENN STATION,NATIONAL,293,32,16,293,0,,0,0
MAYONNAISE FOR LARGE SUB,PENN STATION,NATIONAL,391,42,22,391,0,,0,0
OLIVE OIL VINEGAR FOR SNACK SUB,PENN STATION,NATIONAL,45,5,0,0,0,,0,0
OLIVE OIL VINEGAR FOR SMALL SUB,PENN STATION,NATIONAL,89,10,0,0,0,,0,0
OLIVE OIL VINEGAR FOR SALAD,PENN STATION,NATIONAL,134,16,0,0,0,,0,0
OLIVE OIL VINEGAR FOR WRAP,PENN STATION,NATIONAL,134,16,0,0,0,,0,0
OLIVE OIL VINEGAR FOR REGULAR SUB,PENN STATION,NATIONAL,134,16,0,0,0,,0,0
OLIVE OIL VINEGAR FOR LARGE SUB,PENN STATION,NATIONAL,179,21,0,0,0,,0,0
OREGANO FOR SNACK SUB,PENN STATION,NATIONAL,0,0,0,0,0,,0,0
OREGANO FOR SMALL SUB,PENN STATION,NATIONAL,1,0,0,0,0,,0,0
OREGANO FOR WRAP,PENN STATION,NATIONAL,1,0,0,0,0,,0,0
OREGANO FOR REGULAR SUB,PENN STATION,NATIONAL,1,0,0,0,0,,0,0
OREGANO FOR SALAD,PENN STATION,NATIONAL,1,0,0,0,0,,0,0
OREGANO FOR LARGE SUB,PENN STATION,NATIONAL,1,0,0,0,0,,0,0
PIZZA SAUCE FOR SNACK SUB,PENN STATION,NATIONAL,7,0,0,58,1,,1,0
PIZZA SAUCE FOR SMALL SUB,PENN STATION,NATIONAL,14,0,0,117,2,,2,0
PIZZA SAUCE FOR SALAD,PENN STATION,NATIONAL,21,0,0,175,3,,3,1
PIZZA SAUCE FOR WRAP,PENN STATION,NATIONAL,21,0,0,175,3,,3,1
PIZZA SAUCE FOR REGULAR SUB,PENN STATION,NATIONAL,21,0,0,175,3,,3,1
PIZZA SAUCE FOR LARGE SUB,PENN STATION,NATIONAL,28,0,0,233,5,,4,1
RANCH DRESSING FOR SNACK SUB,PENN STATION,NATIONAL,90,9,0,168,1,,1,0
RANCH DRESSING FOR SMALL SUB,PENN STATION,NATIONAL,180,19,0,336,2,,1,0
RANCH DRESSING FOR WRAP,PENN STATION,NATIONAL,270,28,1,504,3,,2,0
RANCH DRESSING FOR REGULAR SUB,PENN STATION,NATIONAL,270,28,1,504,3,,2,0
RANCH DRESSING FOR SALAD,PENN STATION,NATIONAL,270,28,1,504,3,,2,0
RANCH DRESSING FOR LARGE SUB,PENN STATION,NATIONAL,360,38,1,672,5,,3,0
SPICY BROWN MUSTARD FOR SNACK SUB,PENN STATION,NATIONAL,11,0,0,108,0,,0,0
SPICY BROWN MUSTARD FOR SMALL SUB,PENN STATION,NATIONAL,21,0,0,215,0,,0,0
SPICY BROWN MUSTARD FOR SALAD,PENN STATION,NATIONAL,32,0,0,323,0,,0,0
SPICY BROWN MUSTARD FOR WRAP,PENN STATION,NATIONAL,32,0,0,323,0,,0,0
SPICY BROWN MUSTARD FOR REGULAR SUB,PENN STATION,NATIONAL,32,0,0,323,0,,0,0
SPICY BROWN MUSTARD FOR LARGE SUB,PENN STATION,NATIONAL,42,0,0,430,0,,0,0
TERIYAKI FOR SNACK SUB,PENN STATION,NATIONAL,3,0,0,183,1,,0,0
TERIYAKI FOR SMALL SUB,PENN STATION,NATIONAL,6,0,0,366,1,,0,0
TERIYAKI FOR SALAD,PENN STATION,NATIONAL,8,0,0,549,2,,0,0
TERIYAKI FOR WRAP,PENN STATION,NATIONAL,8,0,0,549,2,,0,0
TERIYAKI FOR REGULAR SUB,PENN STATION,NATIONAL,8,0,0,549,2,,0,0
TERIYAKI FOR LARGE SUB,PENN STATION,NATIONAL,11,0,0,732,2,,0,0
FRIES SMALL,PENN STATION,NATIONAL,378,26,0,496,34,,0,3
FRIES MEDIUM,PENN STATION,NATIONAL,654,45,0,859,59,,0,5
FRIES LARGE,PENN STATION,NATIONAL,1260,87,0,1655,113,,1,10
LEMONADE REGULAR,PENN STATION,NATIONAL,141,0,0,9,37,,35,0
LEMONADE LARGE,PENN STATION,NATIONAL,212,0,0,14,55,,52,0
LEMONADE HALF GALLON,PENN STATION,NATIONAL,565,0,0,37,147,,140,1
SWEET TEA REGULAR,PENN STATION,NATIONAL,149,0,0,14,39,,38,0
SWEET TEA LARGE,PENN STATION,NATIONAL,224,0,0,21,59,,57,0
SWEET TEA HALF GALLON,PENN STATION,NATIONAL,597,0,0,56,156,,151,0
AVOCADO SPREAD FOR SNACK SUB,PENN STATION,NATIONAL,99,9,0,60,5,,0,1
AVOCADO SPREAD FOR SMALL SUB,PENN STATION,NATIONAL,198,17,0,119,10,,0,2
AVOCADO SPREAD FOR SALAD,PENN STATION,NATIONAL,297,26,0,179,15,,0,3
AVOCADO SPREAD FOR WRAP,PENN STATION,NATIONAL,297,26,0,179,15,,0,3
AVOCADO SPREAD FOR REGULAR SUB,PENN STATION,NATIONAL,297,26,0,179,15,,0,3
AVOCADO SPREAD FOR LARGE SUB,PENN STATION,NATIONAL,396,36,0,239,20,,0,4
BANANA PEPPERS FOR SNACK SUB,PENN STATION,NATIONAL,4,0,0,0,1,,1,0
BANANA PEPPERS FOR SMALL SUB,PENN STATION,NATIONAL,8,0,0,0,2,,1,0
BANANA PEPPERS FOR WRAP,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
BANANA PEPPERS FOR REGULAR SUB,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
BANANA PEPPERS FOR SALAD,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
BANANA PEPPERS FOR LARGE SUB,PENN STATION,NATIONAL,16,0,0,0,4,,3,1
GREEN PEPPERS FOR SNACK SUB,PENN STATION,NATIONAL,4,0,0,0,1,,1,0
GREEN PEPPERS FOR SMALL SUB,PENN STATION,NATIONAL,8,0,0,0,2,,1,0
GREEN PEPPERS FOR WRAP,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
GREEN PEPPERS FOR REGULAR SUB,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
GREEN PEPPERS FOR SALAD,PENN STATION,NATIONAL,12,0,0,0,3,,2,0
GREEN PEPPERS FOR LARGE SUB,PENN STATION,NATIONAL,16,0,0,0,4,,3,1
LETTUCE FOR SNACK SUB,PENN STATION,NATIONAL,2,0,0,1,0,,0,0
LETTUCE FOR SMALL SUB,PENN STATION,NATIONAL,3,0,0,2,1,,0,0
LETTUCE FOR WRAP,PENN STATION,NATIONAL,5,0,0,3,1,,1,0
LETTUCE FOR REGULAR SUB,PENN STATION,NATIONAL,5,0,0,3,1,,1,0
LETTUCE FOR LARGE SUB,PENN STATION,NATIONAL,6,0,0,4,1,,1,0
MUSHROOMS FOR SNACK SUB,PENN STATION,NATIONAL,4,0,0,1,1,,0,0
MUSHROOMS FOR SMALL SUB,PENN STATION,NATIONAL,8,0,0,1,1,,1,1
MUSHROOMS FOR SALAD,PENN STATION,NATIONAL,12,0,0,2,2,,1,1
MUSHROOMS FOR WRAP,PENN STATION,NATIONAL,12,0,0,2,2,,1,1
MUSHROOMS FOR REGULAR SUB,PENN STATION,NATIONAL,12,0,0,2,2,,1,1
MUSHROOMS FOR LARGE SUB,PENN STATION,NATIONAL,16,0,0,3,3,,1,2
PICKLES FOR SNACK SUB,PENN STATION,NATIONAL,1,0,0,26,0,,0,0
PICKLES FOR SMALL SUB,PENN STATION,NATIONAL,2,0,0,51,1,,0,0
PICKLES FOR WRAP,PENN STATION,NATIONAL,3,0,0,77,1,,0,0
PICKLES FOR REGULAR SUB,PENN STATION,NATIONAL,3,0,0,77,1,,0,0
PICKLES FOR SALAD,PENN STATION,NATIONAL,3,0,0,77,1,,0,0
PICKLES FOR LARGE SUB,PENN STATION,NATIONAL,4,0,0,102,1,,0,0
RED ONIONS FOR SNACK SUB,PENN STATION,NATIONAL,3,0,0,1,1,,0,0
RED ONIONS FOR SMALL SUB,PENN STATION,NATIONAL,6,0,0,1,1,,1,0
RED ONIONS FOR WRAP,PENN STATION,NATIONAL,9,0,0,2,2,,1,0
RED ONIONS FOR REGULAR SUB,PENN STATION,NATIONAL,9,0,0,2,2,,1,0
RED ONIONS FOR SALAD,PENN STATION,NATIONAL,9,0,0,2,2,,1,0
RED ONIONS FOR LARGE SUB,PENN STATION,NATIONAL,12,0,0,2,3,,1,0
SAUERKRAUT FOR SNACK SUB,PENN STATION,NATIONAL,4,0,0,244,1,,0,0
SAUERKRAUT FOR SMALL SUB,PENN STATION,NATIONAL,9,0,0,609,2,,0,0
SAUERKRAUT FOR WRAP,PENN STATION,NATIONAL,15,0,0,974,3,,0,0
SAUERKRAUT FOR REGULAR SUB,PENN STATION,NATIONAL,15,0,0,974,3,,0,0
SAUERKRAUT FOR SALAD,PENN STATION,NATIONAL,15,0,0,974,3,,0,0
SAUERKRAUT FOR LARGE SUB,PENN STATION,NATIONAL,20,0,0,1339,4,,0,0
TOMATOES FOR SNACK SUB,PENN STATION,NATIONAL,3,0,0,1,1,,0,0
TOMATOES FOR SMALL SUB,PENN STATION,NATIONAL,5,0,0,3,2,,1,0
TOMATOES FOR WRAP,PENN STATION,NATIONAL,8,0,0,4,3,,1,1
TOMATOES FOR REGULAR SUB,PENN STATION,NATIONAL,8,0,0,4,3,,1,1
TOMATOES FOR SALAD,PENN STATION,NATIONAL,8,0,0,4,3,,1,1
TOMATOES FOR LARGE SUB,PENN STATION,NATIONAL,10,1,0,6,3,,2,1
YELLOW ONIONS FOR SNACK SUB,PENN STATION,NATIONAL,11,0,0,1,3,,2,0
YELLOW ONIONS FOR SMALL SUB,PENN STATION,NATIONAL,23,0,0,2,5,,3,1
YELLOW ONIONS FOR WRAP,PENN STATION,NATIONAL,34,0,0,3,8,,4,1
YELLOW ONIONS FOR REGULAR SUB,PENN STATION,NATIONAL,34,0,0,3,8,,4,1
YELLOW ONIONS FOR SALAD,PENN STATION,NATIONAL,34,0,0,3,8,,4,1
YELLOW ONIONS FOR LARGE SUB,PENN STATION,NATIONAL,45,0,0,4,11,,6,1
