name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
BROCCOLI CHEESE SOUP BOWL,NEWKS EATERY,NATIONAL,711,57,,2322,26,4,8,23
BROCCOLI CHEESE SOUP JUMBO,NEWKS EATERY,NATIONAL,1311,105,,4462,52,8,16,39
CHICKEN SAUSAGE GUMBO SOUP CUP,NEWKS EATERY,NATIONAL,270,17,,710,21,2,2,9
CHICKEN SAUSAGE GUMBO SOUP BOWL,NEWKS EATERY,NATIONAL,540,34,,1420,42,4,4,18
CHICKEN SAUSAGE GUMBO SOUP JUMBO,NEWKS EATERY,NATIONAL,1080,68,,2840,84,8,8,36
CHICKEN NOODLE SOUP CUP,NEWKS EATERY,NATIONAL,140,5,,910,12,1,4,9
CHICKEN NOODLE SOUP BOWL,NEWKS EATERY,NATIONAL,280,10,,1820,24,2,8,18
CHICKEN TORTILLA SOUP CUP,NEWKS EATERY,NATIONAL,150,5,,1146,16,1,3,9
CHICKEN TORTILLA SOUP BOWL,NEWKS EATERY,NATIONAL,290,9,,2286,31,2,6,18
CHICKEN TORTILLA SOUP JUMBO,NEWKS EATERY,NATIONAL,570,18,,4566,61,4,12,36
GRILLED VEGETABLE SOUP CUP,NEWKS EATERY,NATIONAL,80,2,,1510,12,2,4,2
GRILLED VEGETABLE SOUP BOWL,NEWKS EATERY,NATIONAL,160,5,,3020,24,4,8,4
GRILLED VEGETABLE SOUP JUMBO,NEWKS EATERY,NATIONAL,320,10,,6040,48,8,16,8
LOADED POTATO SOUP CUP,NEWKS EATERY,NATIONAL,330,25,,1087,17,0,2,7
LOADED POTATO SOUP BOWL,NEWKS EATERY,NATIONAL,650,50,,2147,34,0,4,14
LOADED POTATO SOUP JUMBO,NEWKS EATERY,NATIONAL,1290,100,,4267,68,0,8,28
LOBSTER CRAB SOUP CUP,NEWKS EATERY,NATIONAL,390,29,,1110,24,0,4,7
LOBSTER CRAB SOUP BOWL,NEWKS EATERY,NATIONAL,780,58,,2220,48,0,8,14
LOBSTER CRAB SOUP JUMBO,NEWKS EATERY,NATIONAL,1560,116,,4440,96,0,16,28
NEWCOMB FAMILY RECIPE BEEF CHILI CUP,NEWKS EATERY,NATIONAL,286,11,,1041,27,6,6,17
NEWCOMB FAMILY RECIPE BEEF CHILI BOWL,NEWKS EATERY,NATIONAL,516,18,,1991,54,12,12,30
PEPPERJACK AND CRAWFISH SOUP CUP,NEWKS EATERY,NATIONAL,323,25,,1002,11,0,4,14
PEPPERJACK AND CRAWFISH SOUP BOWL,NEWKS EATERY,NATIONAL,643,50,,2002,22,0,8,28
SPINACH AND FETA SOUP CUP,NEWKS EATERY,NATIONAL,246,16,,1284,14,1,2,10
SPINACH AND FETA SOUP BOWL,NEWKS EATERY,NATIONAL,486,32,,2544,28,2,4,19
TOMATO BASIL SOUP CUP,NEWKS EATERY,NATIONAL,276,20,,1137,20,2,6,4
TOMATO BASIL SOUP BOWL,NEWKS EATERY,NATIONAL,496,37,,2227,35,4,12,7
TOMATO BASIL SOUP JUMBO,NEWKS EATERY,NATIONAL,936,71,,4407,65,8,24,13
