name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
CLASSIC ITALIAN 8,QUIZNOS,NATIONAL,930,51,90,2740,78,4,11,40
CLASSIC ITALIAN 12,QUIZNOS,NATIONAL,1410,78,140,4150,117,6,17,60
FRENCH DIP FLATBREAD,QUIZNOS,NATIONAL,400,19,50,1650,34,4,5,21
FRENCH DIP 4,QUIZNOS,NATIONAL,400,16,50,1670,40,2,5,22
FRENCH DIP 8,QUIZNOS,NATIONAL,760,30,95,2510,79,4,10,42
FRENCH DIP 12,QUIZNOS,NATIONAL,1140,45,145,3370,119,6,16,62
HONEY BACON CLUB 4,QUIZNOS,NATIONAL,440,19,50,1240,46,2,12,24
HONEY BACON CLUB FLATBREAD,QUIZNOS,NATIONAL,450,22,50,1230,41,4,12,23
HONEY BACON CLUB 8,QUIZNOS,NATIONAL,880,37,95,2480,90,4,23,47
HONEY BACON CLUB 12,QUIZNOS,NATIONAL,1340,62,170,4090,118,9,35,71
HONEY MUSTARD CHICKEN FLATBREAD,QUIZNOS,NATIONAL,420,21,60,1220,32,3,6,25
HONEY MUSTARD CHICKEN 4,QUIZNOS,NATIONAL,440,19,60,1020,40,2,7,27
HONEY MUSTARD CHICKEN 8,QUIZNOS,NATIONAL,830,34,120,1930,80,4,13,51
HONEY MUSTARD CHICKEN 12,QUIZNOS,NATIONAL,1260,53,185,2910,121,6,20,77
ITALIAN PRIME RIB 4 SUB,QUIZNOS,NATIONAL,330,12,35,960,38,2,38,18
ITALIAN PRIME RIB FLATBREAD SAMMIE,QUIZNOS,NATIONAL,350,15,35,910,35,4,5,17
ITALIAN PRIME RIB 8 SUB,QUIZNOS,NATIONAL,660,23,70,1820,77,4,6,36
ITALIAN PRIME RIB 12 SUB,QUIZNOS,NATIONAL,1020,36,120,2940,116,6,9,58
MESQUITE CHICKEN 4,QUIZNOS,NATIONAL,410,18,60,1140,37,2,4,27
MESQUITE CHICKEN FLATBREAD,QUIZNOS,NATIONAL,420,21,65,1130,30,4,3,26
MESQUITE CHICKEN 8,QUIZNOS,NATIONAL,780,32,125,2160,73,4,7,51
MESQUITE CHICKEN 12,QUIZNOS,NATIONAL,1180,49,190,3280,109,6,11,77
PEPPERCORN STEAK 4,QUIZNOS,NATIONAL,420,21,50,920,38,2,3,20
PEPPERCORN STEAK FLATBREAD,QUIZNOS,NATIONAL,440,26,50,910,32,4,3,19
PEPPERCORN STEAK 8,QUIZNOS,NATIONAL,840,42,95,1840,76,4,6,40
PEPPERCORN STEAK 12,QUIZNOS,NATIONAL,1290,66,145,2780,114,6,10,60
PRIME RIB HORSERADISH XL FLATBREAD SAMMIE,QUIZNOS,NATIONAL,430,21,70,1080,35,4,4,25
PRIME RIB HORSERADISH XL 4 SUB,QUIZNOS,NATIONAL,440,19,70,1130,41,2,47,26
PRIME RIB HORSERADISH XL 8 SUB,QUIZNOS,NATIONAL,880,38,145,2250,82,4,9,52
PRIME RIB HORSERADISH XL 12 SUB,QUIZNOS,NATIONAL,1310,57,215,3380,124,7,13,79
SOUTHERN BBQ PULLED PORK 4,QUIZNOS,NATIONAL,370,13,55,1330,41,2,8,23
SOUTHERN BBQ PULLED PORK FLATBREAD,QUIZNOS,NATIONAL,370,15,55,1210,34,4,8,22
SOUTHERN BBQ PULLED PORK 8,QUIZNOS,NATIONAL,750,27,110,2410,80,3,16,46
SOUTHERN BBQ PULLED PORK 12,QUIZNOS,NATIONAL,1120,40,170,3660,121,5,24,69
SOUTHWEST CHICKEN 4,QUIZNOS,NATIONAL,430,22,55,1000,36,3,3,22
SOUTHWEST CHICKEN FLATBREAD,QUIZNOS,NATIONAL,440,27,55,1000,30,4,2,21
SOUTHWEST CHICKEN 8,QUIZNOS,NATIONAL,860,45,105,2000,73,5,5,43
SOUTHWEST CHICKEN 12,QUIZNOS,NATIONAL,1310,70,160,3040,109,8,8,65
SPICY CHIPOTLE PORK 4,QUIZNOS,NATIONAL,410,21,60,1170,36,2,9,23
SPICY CHIPOTLE PORK FLATBREAD,QUIZNOS,NATIONAL,440,23,60,1230,36,4,9,22
SPICY CHIPOTLE PORK 8,QUIZNOS,NATIONAL,820,41,125,2330,71,3,18,46
SPICY CHIPOTLE PORK 12,QUIZNOS,NATIONAL,1270,63,190,3520,108,5,28,69
SPICY MONTEREY FLATBREAD,QUIZNOS,NATIONAL,320,11,35,1160,36,4,8,18
SPICY MONTEREY 4,QUIZNOS,NATIONAL,320,9,35,1180,42,2,8,19
SPICY MONTEREY 8,QUIZNOS,NATIONAL,630,17,70,2360,83,4,15,37
SPICY MONTEREY 12,QUIZNOS,NATIONAL,950,26,105,3560,125,6,23,56
THE TRADITIONAL 4,QUIZNOS,NATIONAL,370,16,45,1130,39,2,5,19
THE TRADITIONAL FLATBREAD,QUIZNOS,NATIONAL,380,19,45,1120,33,4,5,18
THE TRADITIONAL 8,QUIZNOS,NATIONAL,740,32,90,2270,78,4,10,38
THE TRADITIONAL 12,QUIZNOS,NATIONAL,1120,49,135,3430,117,6,15,57
TUNA MELT FLATBREAD,QUIZNOS,NATIONAL,330,13,40,880,32,4,3,21
TUNA MELT 4,QUIZNOS,NATIONAL,330,11,40,930,38,2,3,22
TUNA MELT 8,QUIZNOS,NATIONAL,660,22,75,1850,76,3,6,44
TUNA MELT 12,QUIZNOS,NATIONAL,990,32,115,2770,114,5,9,66
TURKEY BACON GUACAMOLE 4,QUIZNOS,NATIONAL,440,20,55,1350,40,3,5,25
TURKEY BACON GUACAMOLE FLATBREAD,QUIZNOS,NATIONAL,450,24,60,1340,33,5,5,24
TURKEY BACON GUACAMOLE 8,QUIZNOS,NATIONAL,890,41,115,2710,81,7,11,51
TURKEY BACON GUACAMOLE 12,QUIZNOS,NATIONAL,1340,62,170,4090,118,9,14,76
TURKEY RANCH SWISS 4,QUIZNOS,NATIONAL,350,13,50,1020,38,2,5,21
TURKEY RANCH SWISS FLATBREAD,QUIZNOS,NATIONAL,360,16,50,1010,31,4,4,20
TURKEY RANCH SWISS 8,QUIZNOS,NATIONAL,700,26,100,2040,75,4,9,41
TURKEY RANCH SWISS 12,QUIZNOS,NATIONAL,1060,40,150,3090,112,6,13,62
ULTIMATE TURKEY CLUB 4,QUIZNOS,NATIONAL,400,16,60,1310,37,2,5,25
ULTIMATE TURKEY CLUB FLATBREAD,QUIZNOS,NATIONAL,400,19,60,1300,31,4,4,24
ULTIMATE TURKEY CLUB 8,QUIZNOS,NATIONAL,790,32,120,2620,74,4,9,49
ULTIMATE TURKEY CLUB 12,QUIZNOS,NATIONAL,1200,49,185,3960,112,5,13,73
UNREAL CORNED BEEF FLATBREAD SAMMIE,QUIZNOS,NATIONAL,380,14,15,1320,43,4,9,23
UNREAL CORNED BEEF 4,QUIZNOS,NATIONAL,390,12,15,1360,49,3,10,24
UNREAL CORNED BEEF 8,QUIZNOS,NATIONAL,780,24,25,2720,99,5,19,48
UNREAL CORNED BEEF 12,QUIZNOS,NATIONAL,1240,41,40,4190,153,8,34,72
VEGGIE GUACAMOLE 4,QUIZNOS,NATIONAL,410,22,25,810,41,3,5,14
VEGGIE GUACAMOLE FLATBREAD,QUIZNOS,NATIONAL,420,25,25,800,34,5,5,13
VEGGIE GUACAMOLE 8,QUIZNOS,NATIONAL,810,44,50,1610,81,7,10,28
VEGGIE GUACAMOLE 12,QUIZNOS,NATIONAL,1240,67,70,2450,121,10,14,42
BISCUIT HAM EGG CHEDDAR,QUIZNOS,NATIONAL,400,21,155,1340,39,1,6,17
BISCUIT EGG CHEDDAR,QUIZNOS,NATIONAL,420,24,270,1240,38,1,6,15
BISCUIT BACON EGG CHEDDAR,QUIZNOS,NATIONAL,510,31,170,1650,38,1,6,23
BISCUIT SAUSAGE EGG CHEDDAR,QUIZNOS,NATIONAL,530,36,175,1450,39,1,6,18
BISCUIT SOUTHWEST STEAK EGG,QUIZNOS,NATIONAL,540,36,165,1790,40,1,6,18
BREAKFAST FLATBREAD HAM EGG CHEDDAR,QUIZNOS,NATIONAL,300,12,155,760,32,1,5,17
BREAKFAST FLATBREAD EGG CHEDDAR,QUIZNOS,NATIONAL,330,15,275,660,31,1,5,16
BREAKFAST FLATBREAD BACON EGG CHEDDAR,QUIZNOS,NATIONAL,420,23,170,1070,31,1,4,24
BREAKFAST FLATBREAD SOUTHWEST STEAK EGG,QUIZNOS,NATIONAL,450,27,170,1200,33,2,5,19
BREAKFAST FLATBREAD SAUSAGE EGG CHEDDAR,QUIZNOS,NATIONAL,450,27,180,870,32,1,4,18
BREAKFAST SUB HAM EGG CHEDDAR,QUIZNOS,NATIONAL,360,13,155,860,39,1,5,19
BREAKFAST SUB EGG CHEDDAR,QUIZNOS,NATIONAL,370,16,270,760,39,1,4,18
BREAKFAST SUB BACON EGG CHEDDAR,QUIZNOS,NATIONAL,470,24,170,1170,38,1,5,25
BREAKFAST SUB SAUSAGE EGG CHEDDAR,QUIZNOS,NATIONAL,490,28,175,970,39,1,5,20
BREAKFAST SUB SOUTHWEST STEAK EGG,QUIZNOS,NATIONAL,500,28,165,1300,40,1,5,21
APPLE HARVEST CHICKEN SALAD HALF,QUIZNOS,NATIONAL,340,20,25,600,31,4,24,13
APPLE HARVEST CHICKEN SALAD FULL,QUIZNOS,NATIONAL,540,28,50,910,52,7,39,26
CHEF SALAD HALF,QUIZNOS,NATIONAL,360,28,65,1170,10,2,5,17
CHEF SALAD FULL,QUIZNOS,NATIONAL,510,36,110,1820,16,4,8,33
HONEY MUSTARD CHICKEN SALAD HALF,QUIZNOS,NATIONAL,420,33,65,840,16,2,12,18
HONEY MUSTARD CHICKEN SALAD FULL,QUIZNOS,NATIONAL,550,39,110,1350,20,4,14,36
BROCCOLI CHEESE SOUP SMALL,QUIZNOS,NATIONAL,145,9,15,835,14,1,3,4
BROCCOLI CHEESE SOUP REGULAR,QUIZNOS,NATIONAL,245,15,25,1455,22,1,6,6
BROCCOLI CHEESE SOUP BREAD BOWL,QUIZNOS,NATIONAL,770,27,35,1970,104,5,6,30
CHICKEN NOODLE SOUP SMALL,QUIZNOS,NATIONAL,95,3,15,855,12,0,1,4
CHICKEN NOODLE SOUP REGULAR,QUIZNOS,NATIONAL,145,5,25,1475,18,1,2,7
CHICKEN NOODLE SOUP BREAD BOWL,QUIZNOS,NATIONAL,720,21,35,1990,102,4,4,30
CHILI SMALL,QUIZNOS,NATIONAL,185,6,40,625,23,6,4,11
CHILI REGULAR,QUIZNOS,NATIONAL,315,11,75,1055,38,10,8,20
CHILI BREAD BOWL,QUIZNOS,NATIONAL,810,24,60,1760,113,10,7,37
TOMATO BISQUE SOUP SMALL,QUIZNOS,NATIONAL,130,8,20,640,16,1,5,3
TOMATO BISQUE SOUP REGULAR,QUIZNOS,NATIONAL,210,13,40,1090,25,2,9,5
TOMATO BISQUE SOUP BREAD BOWL,QUIZNOS,NATIONAL,690,22,20,1780,106,5,8,24
