name,restaurant_name,identifier,calories,price_usd
TUNA TATAKI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
FOUR SEASONS - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.50
WALK ON THE BEACH WITHOUT RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
SUPER STAR WITHOUT RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.25
RAINFOREST WITHOUT RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,17.50
UNAJU - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
CHIRASHI - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
POKY BOWL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.95
SUSHI COMBINATION A - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,18.95
SUSHI COMBINATION B - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,19.50
SUSHI COMBINATION C - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,21.95
SUSHI COMBINATION D - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,20.50
TEMPURA UDON - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
NABE UDON - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,9.95
YAKISOBA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
YAKI UDON - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
TERIYAKI BOWL - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,11.95
TEPPAN FRIED RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,12.95
STEAMED RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,1.95
BROWN RICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
MISO SOUP - SMALL,SUSHI PLANET,"CAMARILLO, CA",,2.25
MISO SOUP - LARGE,SUSHI PLANET,"CAMARILLO, CA",,7.25
EDAMAME - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
GARLIC EDAMAME - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,6.50
FRIED BANANA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.95
ICED TEA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
GREEN ICED TEA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
SODA | CANNED - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,1.95
SHIRLEY TEMPLE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
CHERRY COKE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
PERRIER - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.50
JAPANESE SODA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
LEMONADE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
LEMONADE ICED TEA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,3.50
STRAWBERRY LEMONADE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,2.95
JUICE - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,3.50
THAI ICED TEA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,3.95
THAI ICED TEA BOBA - REGULAR,SUSHI PLANET,"CAMARILLO, CA",,4.50
