name,restaurant_name,identifier,calories,price_usd
CHICKEN | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
PAN FRIED NOODLE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
SALTED FISH & CHICKEN FRIED RICE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
COMBINATION | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
CAP CAI | DINNER - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
CHICKEN NOODLE SOUP | DINNER - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.00
TOFU HOT POT | DINNER - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
TRIPLE DELIGHT | DINNER - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
CHICKEN NOODLE SOUP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.25
JALAPENO PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
MAPO TOFU WITH PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
MOO SHU PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
PORK BROCCOLI | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
PORK GARLIC SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
PORK WITH MIXED VEGETABLE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
SWEET & SOUR PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
TWICE COOKED PORK | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
CASHEW NUTS SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
CURRY SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
HONEY WALNUT SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
JALAPENO SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
KUNG PAO SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
MOO SHU SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
NEPTUNE'S POT | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.95
ORANGE SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SALT & PEPPER CALAMARI | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SALT & PEPPER FISH FILLET | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SALT & PEPPER SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SCALLOPS WITH BLACK BEAN SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.25
SCALLOPS WITH GARLIC SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.25
SESAME SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SHRIMP BROCCOLI | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP SNOW PEAS | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP SZECHUAN | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP WITH GARLIC SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP WITH LOBSTER SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SHRIMP WITH MIXED VEGETABLE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
SPICY WHOLE TILAPIA | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.95
SWEET & SOUR FISH FILLET | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
SWEET & SOUR SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,10.95
VOLCANO SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.95
BROCCOLI GARLIC SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
BUDDHA'S DELIGHT | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
CURRY TOFU & VEGETABLES | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
EGGPLANT GARLIC SAUCE | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
GENERAL TSO'S TOFU | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
JALAPENO TOFU | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
KUNG PAO TOFU | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
SAUTEED BEAN SPROUTS | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
SESAME TOFU | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
SNOW PEAS & WATER CHESTNUTS | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
SPICY EGGPLANT | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
SPICY TOFU | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
TANGY SPICY STRING BEAN | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,8.95
TOFU BROCCOLI | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
TOFU WITH MIXED VEGETABLES | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,9.95
BEEF BROCCOLI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF CHOW MEIN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF WITH MIXED VEGETABLE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
BEEF WITH SNOW PEAS | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
CURRY BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
JALAPENO BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
KUNG PAO BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
MONGOLIAN BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
MOO SHU BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
ORANGE BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
PEPPER STEAK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
SESAME BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.05
SZECHUAN BEEF | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.05
ALMOND CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CASHEW CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN BROCCOLI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN CHOW MEIN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN WITH MIXED VEGETABLE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN WITH SNOW PEAS | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CURRY CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
GENERAL TSO'S CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
JALAPENO CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
KUNG PAO CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
LEMON CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
MOO GOO GAI PAN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MOO SHU CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
ORANGE CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SALT & PEPPER CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SESAME CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SWEET & SOUR CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
TERIYAKI CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
VOLCANO CHICKEN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
CAP CAI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
TOFU HOT POT | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
TRIPLE DELIGHT | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
JALAPENO PORK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MAPO TOFU WITH PORK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MOO SHU PORK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
PORK BROCCOLI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
PORK GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
PORK WITH MIXED VEGETABLE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
SWEET & SOUR PORK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
TWICE COOKED PORK | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CASHEW NUTS SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
CURRY SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
HONEY WALNUT SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
JALAPENO SHRIMP | DINNER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
KUNG PAO SHRIMP | LUNCH - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
MOO SHU SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
NEPTUNE'S POT | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
ORANGE SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER CALAMARI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER FISH FILLET | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SALT & PEPPER SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SCALLOPS WITH BLACK BEAN SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,16.75
SCALLOPS WITH GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,16.75
SESAME SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
SHRIMP BROCCOLI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP SNOW PEAS | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP SZECHUAN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH LOBSTER SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SHRIMP WITH MIXED VEGETABLE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SWEET & SOUR FISH FILLET | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
VOLCANO SHRIMP | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,15.45
BROCCOLI GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.45
BUDDHA'S DELIGHT | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.45
CURRY TOFU & VEGETABLES | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
EGGPLANT GARLIC SAUCE | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.94
GENERAL TSO'S TOFU | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
JALAPENO TOFU | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
KUNG PAO TOFU | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
SAUTEED BEAN SPROUTS | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.94
SESAME TOFU | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
SNOW PEAS & WATER CHESTNUTS | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.94
SPICY EGGPLANT | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.94
SPICY TOFU | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
TANGY SPICY STRING BEAN | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,11.94
TOFU BROCCOLI | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
TOFU WITH MIXED VEGETABLES | COMBO - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
BEEF STICKS - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,5.99
CHICKEN LETTUCE WRAP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,5.99
CRAB PUFFS - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,5.99
DUMPLING - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,6.99
EDAMAME - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,3.99
FRIED WONTONS - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,4.99
PORK EGG ROLL - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,1.50
PU-PU PLATTER - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.99
SHRIMP TEMPURA - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,5.99
SPARE RIBS - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,7.99
TANGY SPICY SHRIMP - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,6.99
VEGETARIAN ROLL - REGULAR,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,1.50
ALMOND CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CASHEW CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN BROCCOLI COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN CHOW MEIN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,12.94
CHICKEN GARLIC SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN WITH MIXED VEGETABLE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CHICKEN WITH SNOW PEAS COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
CURRY CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
GENERAL TSO'S CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
JALAPENO CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
KUNG PAO CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
LEMON CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
MOO GOO GAI PAN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MOO SHU CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
ORANGE CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SALT & PEPPER CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SESAME CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
SWEET & SOUR CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
TERIYAKI CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
VOLCANO CHICKEN COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
JALAPENO PORK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MAPO TOFU WITH PORK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
MOO SHU PORK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,14.45
PORK BROCCOLI COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
PORK GARLIC SAUCE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
PORK WITH MIXED VEGETABLE COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
SWEET & SOUR PORK COMBO - LARGE,PIZZAS BY MARCHELLONI,"CHOWNOW, PERU, IL",,13.45
