name,restaurant_name,identifier,calories,price_usd
"MAMA'S VEGGIE - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"BUFFALO CHICKEN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"BUFFALO CHICKEN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"BUFFALO CHICKEN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"BUFFALO CHICKEN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"BBQ CHICKEN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"BBQ CHICKEN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"BBQ CHICKEN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"BBQ CHICKEN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"THE RANCHER - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"THE RANCHER - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"THE RANCHER - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"THE RANCHER - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"SPICY ITALIAN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"SPICY ITALIAN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"SPICY ITALIAN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"SPICY ITALIAN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CHICKEN BACON GARLIC - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CHICKEN BACON GARLIC - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"CHICKEN BACON GARLIC - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"CHICKEN BACON GARLIC - 10""GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CLASSIC ITALIAN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CLASSIC ITALIAN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"CLASSIC ITALIAN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"CLASSIC ITALIAN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"VEGETARIAN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"VEGETARIAN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"VEGETARIAN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"VEGETARIAN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CHICKEN BACON ARTICHOKE - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"CHICKEN BACON ARTICHOKE - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"CHICKEN BACON ARTICHOKE - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"CHICKEN BACON ARTICHOKE - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"MEDITERRANEAN - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"MEDITERRANEAN - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"MEDITERRANEAN - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"MEDITERRANEAN - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"MARGARITA - 12"" MEDIUM",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
"MARGARITA - 14"" LARGE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,19.99
"MARGARITA - 16"" FAMILY",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,22.99
"MARGARITA - 10"" GLUTEN FREE",NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,16.99
BONELESS WINGS - 8 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,7.99
BONELESS WINGS - 12 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,10.99
BONELESS WINGS - 16 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,13.99
BONELESS WINGS - 24 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,20.99
TRADITIONAL WINGS - 8 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,7.99
TRADITIONAL WINGS - 12 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,10.99
TRADITIONAL WINGS - 16 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,13.99
TRADITIONAL WINGS - 24 WINGS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,20.99
CHICKEN CAESAR SALAD - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,6.99
ITALIAN SALAD - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,6.99
VEGGIE SALAD - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,6.99
GARLIC CHEESY BREAD - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,7.99
CHICKEN RANCH WRAP - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
CHICKEN CAESAR WRAP - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
BUILD YOUR OWN CALZONE - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
CHICKEN BACON GARLIC CALZONE - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
ITALIAN CALZONE - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
3 DEEP-FRIED TACOS - 3 TACOS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
3 SOFT SHELL TACOS - 3 TACOS,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
3 STREET TACOS - REGULAR,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,8.99
COOKIE - EACH,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,1.50
2 LITER BOTTLE - 2 LITER,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,2.99
20 OZ. BOTTLE - 20 OZ,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,1.79
20 OZ. DASANI WATER - 20 OZ.,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,1.49
CAJUN FRIES - SIDE,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,2.99
CAJUN FRIES - BASKET,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,4.99
REGULAR FRIES - SIDE,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,2.99
REGULAR FRIES - BASKET,NORTH AUGUSTA | WIFESAVER RESTAURANT,"CHOWNOW, NORTH AUGUSTA, SC",,4.99
