name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
GLUTEN FREE HOKKIEN STREET NOODLES,PF CHANGS,NATIONAL,1240,16,260,1990,223,4,22,50
GLUTEN FREE MONGOLIAN BEEF,PF CHANGS,NATIONAL,740,41,175,1910,32,1,26,59
GLUTEN FREE SHRIMP WITH LOBSTER SAUCE,PF CHANGS,NATIONAL,500,27,458,2740,22,5,5,38
GLUTEN FREE SINGAPORE BLACK PEPPER CHICKEN,PF CHANGS,NATIONAL,640,37,156,1540,28,4,11,50
GLUTEN FREE SPICY CHICKEN,PF CHANGS,NATIONAL,840,33,132,1140,77,1,66,61
GLUTEN FREE WOKD SPINACH WITH GARLIC,PF CHANGS,NATIONAL,140,6,0,900,15,9,2,11
KIDS APPLE JUICE,PF CHANGS,NATIONAL,170,0,0,15,42,1,36,0
KIDS CHICKEN FRIED RICE,PF CHANGS,NATIONAL,570,19,214,770,75,2,8,23
KIDS CHICKEN LO MEIN,PF CHANGS,NATIONAL,430,12,35,1130,58,2,7,19
KIDS COCONUT PINEAPPLE ICE CREAM,PF CHANGS,NATIONAL,250,12,45,85,32,0,24,4
KIDS FRUIT CUP,PF CHANGS,NATIONAL,30,0,0,5,7,1,6,0
KIDS GLUTEN FREE CHICKEN FRIED RICE,PF CHANGS,NATIONAL,570,19,215,730,75,2,8,23
KIDS GLUTEN FREE STEAMED BABY BUDDHAS FEAST,PF CHANGS,NATIONAL,60,0,0,50,12,5,3,4
KIDS HONEY CHICKEN,PF CHANGS,NATIONAL,420,20,61,360,39,0,23,18
KIDS LEMONADE,PF CHANGS,NATIONAL,120,0,0,0,31,0,29,0
KIDS MILK 2,PF CHANGS,NATIONAL,180,7,30,170,18,0,18,12
KIDS ORANGE JUICE,PF CHANGS,NATIONAL,170,0,0,0,39,1,31,3
KIDS STEAMED BROCCOLI,PF CHANGS,NATIONAL,10,0,0,10,1,1,0,1
KIDS STEAMED CARROTS,PF CHANGS,NATIONAL,10,0,0,20,3,1,1,0
KIDS STEAMED SNAP PEAS,PF CHANGS,NATIONAL,10,0,0,0,2,1,1,1
KIDS STRAWBERRY LEMONADE,PF CHANGS,NATIONAL,110,0,0,0,30,0,27,0
KIDS SWEET SOUR CHICKEN,PF CHANGS,NATIONAL,390,20,61,280,34,0,17,17
KIDS VANILLA ICE CREAM,PF CHANGS,NATIONAL,230,13,60,65,25,0,23,5
BROWN RICE LUNCH,PF CHANGS,NATIONAL,250,2,0,0,53,4,0,5
CHIANG MAI NOODLE BOWL,PF CHANGS,NATIONAL,860,35,55,2110,92,6,19,40
FRIED RICE LUNCH,PF CHANGS,NATIONAL,300,6,65,460,53,2,6,8
GLUTEN FREE FRIED RICE LUNCH,PF CHANGS,NATIONAL,420,15,185,520,58,2,7,11
GLUTEN FREE MONGOLIAN BEEF BOWL,PF CHANGS,NATIONAL,790,27,115,1350,88,2,19,45
GLUTEN FREE SPICY CHICKEN BOWL,PF CHANGS,NATIONAL,970,27,105,960,127,2,54,54
HONEY CHICKEN BOWL,PF CHANGS,NATIONAL,1120,41,121,660,136,2,39,41
MONGOLIAN BEEF BOWL,PF CHANGS,NATIONAL,790,28,117,1440,89,2,20,45
TEMPURA BOWL,PF CHANGS,NATIONAL,1240,80,250,2190,97,6,15,35
WHITE RICE LUNCH,PF CHANGS,NATIONAL,290,0,0,0,65,1,1,5
HOKKIEN STREET NOODLES,PF CHANGS,NATIONAL,1260,17,280,2060,224,5,22,52
LONG LIFE NOODLES PRAWNS,PF CHANGS,NATIONAL,1050,38,150,4120,132,6,16,37
ADD CHICKEN TO SALAD,PF CHANGS,NATIONAL,160,5,72,250,4,0,3,22
ADD SALMON TO SALAD,PF CHANGS,NATIONAL,240,16,75,450,0,0,0,22
ADD SHRIMP TO SALAD,PF CHANGS,NATIONAL,110,2,137,840,4,0,3,17
ASIAN CAESAR SALAD,PF CHANGS,NATIONAL,410,30,20,880,20,4,3,15
MANDARIN CRUNCH SALAD,PF CHANGS,NATIONAL,730,46,0,1500,71,8,38,14
CRISPY HONEY SHRIMP,PF CHANGS,NATIONAL,1020,55,340,1170,79,1,38,46
LOBSTER SHRIMP RICE,PF CHANGS,NATIONAL,1060,46,395,2170,112,10,12,47
MISO GLAZED SALMON,PF CHANGS,NATIONAL,660,37,150,1270,31,3,21,49
OOLONG CHILEAN SEA BASS,PF CHANGS,NATIONAL,560,35,72,2090,30,5,17,34
SALT PEPPER PRAWNS,PF CHANGS,NATIONAL,500,22,167,2980,37,4,14,32
SURF TURF,PF CHANGS,NATIONAL,1040,68,200,1850,62,9,16,45
WALNUT SHRIMP WITH MELON,PF CHANGS,NATIONAL,1340,107,160,1340,72,13,50,33
ASIAN MAC CHEESE,PF CHANGS,NATIONAL,1230,43,95,2250,164,6,14,46
BROWN RICE,PF CHANGS,NATIONAL,190,0,0,0,40,3,0,4
CHILI GARLIC GREEN BEANS,PF CHANGS,NATIONAL,530,40,0,1580,39,10,23,8
KIMCHI FRIES,PF CHANGS,NATIONAL,920,57,40,2820,86,9,15,16
KUNG PAO BRUSSEL SPROUTS,PF CHANGS,NATIONAL,720,42,0,1260,84,12,53,16
SAUCE TRIO,PF CHANGS,NATIONAL,190,6,0,1520,28,0,12,5
SICHUAN STYLE ASPARAGUS,PF CHANGS,NATIONAL,450,34,0,1570,31,7,20,8
WHITE RICE,PF CHANGS,NATIONAL,220,0,0,0,49,1,1,4
SPICY CHICKEN NOODLE SOUP,PF CHANGS,NATIONAL,500,8,70,3010,73,4,13,32
CAULIFLOWER TEMPURA,PF CHANGS,NATIONAL,690,45,0,1120,66,6,23,8
DYNAMITE SHRIMP,PF CHANGS,NATIONAL,640,48,145,790,36,2,6,20
DYNAMITE SHRIMP LETTUCE WRAPS,PF CHANGS,NATIONAL,1280,82,190,1400,110,7,38,31
EDAMAME,PF CHANGS,NATIONAL,400,17,0,1960,25,12,1,37
TEMPURA CALAMARI VEGETABLES,PF CHANGS,NATIONAL,960,73,135,1580,61,4,13,18
AHI POKE BOWL,PF CHANGS,NATIONAL,540,21,35,1610,54,4,21,28
CALIFORNIA ROLL,PF CHANGS,NATIONAL,380,16,25,820,51,3,13,10
KUNG PAO DRAGON ROLL,PF CHANGS,NATIONAL,510,23,40,1550,60,4,18,21
LOBSTER AVOCADO ROLL,PF CHANGS,NATIONAL,370,17,55,700,44,5,8,13
SHRIMP TEMPURA ROLL,PF CHANGS,NATIONAL,580,25,90,1480,69,4,15,20
SPICY TUNA ROLL,PF CHANGS,NATIONAL,300,6,35,680,43,2,10,19
MA PO TOFU,PF CHANGS,NATIONAL,920,59,0,2290,57,16,22,57
STIR FRIED EGGPLANT,PF CHANGS,NATIONAL,530,34,0,2090,57,9,35,4
THAI HARVEST CURRY,PF CHANGS,NATIONAL,1070,74,0,2460,74,10,39,24
