name,restaurant_name,identifier,calories,fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugars_g,protein_g
VITAMINWATER PINK SQUEEZED KIDS,FIREHOUSE SUBS,NATIONAL,73,0,0,0,19,0,19,0
VITAMINWATER PINK SQUEEZED SMALL,FIREHOUSE SUBS,NATIONAL,134,0,0,1,35,0,35,0
VITAMINWATER PINK SQUEEZED MEDIUM,FIREHOUSE SUBS,NATIONAL,195,0,0,1,51,0,50,0
VITAMINWATER PINK SQUEEZED LARGE,FIREHOUSE SUBS,NATIONAL,269,0,0,1,71,0,69,0
VITAMINWATER TROPICAL C KIDS,FIREHOUSE SUBS,NATIONAL,71,0,0,3,19,0,18,0
VITAMINWATER TROPICAL C SMALL,FIREHOUSE SUBS,NATIONAL,131,0,0,6,34,0,33,0
VITAMINWATER TROPICAL C MEDIUM,FIREHOUSE SUBS,NATIONAL,191,0,0,8,49,0,48,0
VITAMINWATER TROPICAL C LARGE,FIREHOUSE SUBS,NATIONAL,262,0,0,11,68,0,66,0
CHICKEN DUMPLING SOUP CUP,FIREHOUSE SUBS,NATIONAL,120,7,35,740,10,0,0,5
CHICKEN DUMPLING SOUP BOWL,FIREHOUSE SUBS,NATIONAL,190,11,55,1190,17,0,0,8
CHILI CUP,FIREHOUSE SUBS,NATIONAL,180,9,25,510,13,3,3,11
CHILI BOWL,FIREHOUSE SUBS,NATIONAL,300,15,42,850,22,5,5,18
LOADED POTATO SOUP CUP,FIREHOUSE SUBS,NATIONAL,240,18,35,870,15,0,0,5
LOADED POTATO SOUP BOWL,FIREHOUSE SUBS,NATIONAL,380,29,60,1390,23,0,0,9
GARLIC BREAD SMALL,FIREHOUSE SUBS,NATIONAL,220,11,5,465,24,1,0,4
GARLIC BREAD MEDIUM,FIREHOUSE SUBS,NATIONAL,440,23,10,930,48,2,0,8
GARLIC BREAD LARGE,FIREHOUSE SUBS,NATIONAL,670,36,15,1400,72,3,0,13
WHEAT SUB ROLL SMALL,FIREHOUSE SUBS,NATIONAL,120,1,0,230,23,2,3,5
WHEAT SUB ROLL MEDIUM,FIREHOUSE SUBS,NATIONAL,240,3,0,460,45,3,5,9
WHEAT SUB ROLL LARGE,FIREHOUSE SUBS,NATIONAL,390,4,0,740,73,5,8,14
WHITE SUB ROLL SMALL,FIREHOUSE SUBS,NATIONAL,120,1,0,235,22,1,2,4
WHITE SUB ROLL MEDIUM,FIREHOUSE SUBS,NATIONAL,240,3,0,470,43,2,3,8
WHITE SUB ROLL LARGE,FIREHOUSE SUBS,NATIONAL,380,5,0,810,73,3,7,13
BALSAMIC DRESSING SAUCE SMALL,FIREHOUSE SUBS,NATIONAL,16,1,0,51,1,0,1,0
BALSAMIC DRESSING SAUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,32,2,0,101,2,0,2,0
BALSAMIC DRESSING SAUCE LARGE,FIREHOUSE SUBS,NATIONAL,48,4,0,152,3,0,3,0
CAJUN MAYO SMALL,FIREHOUSE SUBS,NATIONAL,95,10,5,80,2,0,0,0
CAJUN MAYO MEDIUM,FIREHOUSE SUBS,NATIONAL,190,21,10,160,3,0,0,0
CAJUN MAYO LARGE,FIREHOUSE SUBS,NATIONAL,285,31,15,240,5,0,0,0
CAJUN SEASONING SMALL,FIREHOUSE SUBS,NATIONAL,6,0,0,54,1,0,1,0
CAJUN SEASONING MEDIUM,FIREHOUSE SUBS,NATIONAL,9,0,0,82,2,0,1,0
CAJUN SEASONING LARGE,FIREHOUSE SUBS,NATIONAL,11,0,0,108,2,0,1,0
CAPTAIN SORENSENS DATIL PEPPER HOT SAUCE SMALL,FIREHOUSE SUBS,NATIONAL,14,0,0,99,4,0,3,0
CAPTAIN SORENSENS DATIL PEPPER HOT SAUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,28,0,0,198,8,0,6,0
CAPTAIN SORENSENS DATIL PEPPER HOT SAUCE LARGE,FIREHOUSE SUBS,NATIONAL,42,0,0,297,11,0,9,0
CREAM CHEESE SMALL,FIREHOUSE SUBS,NATIONAL,36,3,10,57,1,0,1,0
CREAM CHEESE MEDIUM,FIREHOUSE SUBS,NATIONAL,73,6,20,114,1,0,1,0
CREAM CHEESE LARGE,FIREHOUSE SUBS,NATIONAL,109,10,30,171,2,0,2,0
GARLIC BLEND SMALL,FIREHOUSE SUBS,NATIONAL,102,10,4,216,1,0,0,0
GARLIC BLEND MEDIUM,FIREHOUSE SUBS,NATIONAL,204,21,9,432,2,0,0,0
GARLIC BLEND LARGE,FIREHOUSE SUBS,NATIONAL,306,31,13,649,3,1,0,0
HONEY MUSTARD SMALL,FIREHOUSE SUBS,NATIONAL,38,3,3,32,2,0,2,0
HONEY MUSTARD MEDIUM,FIREHOUSE SUBS,NATIONAL,75,6,5,64,4,0,4,1
HONEY MUSTARD LARGE,FIREHOUSE SUBS,NATIONAL,113,10,8,96,6,0,6,1
ITALIAN SALAD DRESSING SMALL,FIREHOUSE SUBS,NATIONAL,15,1,0,80,1,0,1,0
ITALIAN SALAD DRESSING MEDIUM,FIREHOUSE SUBS,NATIONAL,30,2,0,160,1,0,1,0
ITALIAN SALAD DRESSING LARGE,FIREHOUSE SUBS,NATIONAL,45,4,0,240,2,0,2,0
ITALIAN SEASONING SMALL,FIREHOUSE SUBS,NATIONAL,9,0,0,22,0,0,0,0
ITALIAN SEASONING LARGE,FIREHOUSE SUBS,NATIONAL,18,0,0,44,1,0,0,1
ITALIAN SEASONING MEDIUM,FIREHOUSE SUBS,NATIONAL,18,0,0,44,1,0,0,1
JERK MUSTARD SMALL,FIREHOUSE SUBS,NATIONAL,25,0,0,115,6,0,5,0
JERK MUSTARD MEDIUM,FIREHOUSE SUBS,NATIONAL,51,0,0,233,12,0,10,0
JERK MUSTARD LARGE,FIREHOUSE SUBS,NATIONAL,76,0,0,349,18,0,16,0
LIGHT MAYONNAISE SMALL,FIREHOUSE SUBS,NATIONAL,36,3,7,75,1,0,0,0
LIGHT MAYONNAISE MEDIUM,FIREHOUSE SUBS,NATIONAL,71,7,14,149,1,0,0,0
LIGHT MAYONNAISE LARGE,FIREHOUSE SUBS,NATIONAL,107,10,21,224,2,0,0,0
MARINARA SAUCE SMALL,FIREHOUSE SUBS,NATIONAL,13,0,0,111,3,1,2,1
MARINARA SAUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,27,0,0,222,6,2,4,1
MARINARA SAUCE LARGE,FIREHOUSE SUBS,NATIONAL,40,0,0,333,9,3,6,2
MAYONNAISE SMALL,FIREHOUSE SUBS,NATIONAL,101,11,5,66,1,0,0,0
MAYONNAISE MEDIUM,FIREHOUSE SUBS,NATIONAL,203,22,10,132,2,0,0,0
MAYONNAISE LARGE,FIREHOUSE SUBS,NATIONAL,304,33,15,198,3,0,0,0
OIL AND VINEGAR DRESSING SMALL,FIREHOUSE SUBS,NATIONAL,20,2,0,0,0,0,0,0
OIL AND VINEGAR DRESSING MEDIUM,FIREHOUSE SUBS,NATIONAL,40,4,0,0,0,0,0,0
OIL AND VINEGAR DRESSING LARGE,FIREHOUSE SUBS,NATIONAL,60,6,0,0,0,0,0,0
PEPPERCORN RANCH DRESSING SMALL,FIREHOUSE SUBS,NATIONAL,47,4,5,151,1,0,0,0
PEPPERCORN RANCH DRESSING MEDIUM,FIREHOUSE SUBS,NATIONAL,94,8,9,302,2,0,1,1
PEPPERCORN RANCH DRESSING LARGE,FIREHOUSE SUBS,NATIONAL,141,12,14,453,3,0,1,1
SPICY MUSTARD MEDIUM,FIREHOUSE SUBS,NATIONAL,0,0,0,50,0,0,0,0
SPICY MUSTARD SMALL,FIREHOUSE SUBS,NATIONAL,0,0,0,25,0,0,0,0
SPICY MUSTARD LARGE,FIREHOUSE SUBS,NATIONAL,0,0,0,70,0,0,0,0
SRIRACHA SAUCE SMALL,FIREHOUSE SUBS,NATIONAL,11,0,0,170,2,0,2,0
SRIRACHA SAUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,21,0,0,340,4,0,4,0
SRIRACHA SAUCE LARGE,FIREHOUSE SUBS,NATIONAL,32,0,0,510,6,0,6,0
SWEET BABY RAYS BBQ SAUCE SMALL,FIREHOUSE SUBS,NATIONAL,27,0,0,111,7,0,6,0
SWEET BABY RAYS BBQ SAUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,54,0,0,222,13,0,12,0
SWEET BABY RAYS BBQ SAUCE LARGE,FIREHOUSE SUBS,NATIONAL,81,0,0,333,20,0,18,0
SWEET MUSTARD MEDIUM,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
SWEET MUSTARD SMALL,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
SWEET MUSTARD LARGE,FIREHOUSE SUBS,NATIONAL,0,0,0,0,0,0,0,0
ZESTY PEPPERONCINI TZATZIKI SPREAD SMALL,FIREHOUSE SUBS,NATIONAL,157,16,7,158,3,0,0,0
ZESTY PEPPERONCINI TZATZIKI SPREAD MEDIUM,FIREHOUSE SUBS,NATIONAL,314,32,15,315,7,0,0,0
ZESTY PEPPERONCINI TZATZIKI SPREAD LARGE,FIREHOUSE SUBS,NATIONAL,470,48,22,473,10,0,0,0
CHICKEN BREAST LARGE,FIREHOUSE SUBS,NATIONAL,66,1,40,301,3,0,0,12
CHICKEN BREAST MEDIUM,FIREHOUSE SUBS,NATIONAL,131,2,80,602,5,0,0,23
CORNED BEEF BRISKET SMALL,FIREHOUSE SUBS,NATIONAL,81,2,31,517,0,0,0,14
CORNED BEEF BRISKET MEDIUM,FIREHOUSE SUBS,NATIONAL,162,5,61,1033,0,0,0,28
CORNED BEEF BRISKET LARGE,FIREHOUSE SUBS,NATIONAL,243,7,92,1550,0,0,0,42
MEATBALLS SMALL,FIREHOUSE SUBS,NATIONAL,225,19,38,475,4,0,1,10
MEATBALLS MEDIUM,FIREHOUSE SUBS,NATIONAL,450,38,75,950,8,0,2,20
MEATBALLS LARGE,FIREHOUSE SUBS,NATIONAL,720,61,120,1520,13,0,3,32
OVEN ROASTED CHICKEN SMALL,FIREHOUSE SUBS,NATIONAL,80,1,46,446,1,0,0,15
OVEN ROASTED CHICKEN MEDIUM,FIREHOUSE SUBS,NATIONAL,160,2,91,891,2,0,0,30
OVEN ROASTED CHICKEN LARGE,FIREHOUSE SUBS,NATIONAL,320,5,183,1783,5,0,0,59
PASTRAMI SMALL,FIREHOUSE SUBS,NATIONAL,71,2,31,580,1,0,1,11
PASTRAMI MEDIUM,FIREHOUSE SUBS,NATIONAL,142,4,61,1160,2,0,2,22
PASTRAMI LARGE,FIREHOUSE SUBS,NATIONAL,213,6,92,1740,3,0,3,33
PEPPER BACON SMALL,FIREHOUSE SUBS,NATIONAL,25,1,5,70,0,0,0,2
PEPPER BACON MEDIUM,FIREHOUSE SUBS,NATIONAL,50,3,11,139,0,0,0,4
PEPPER BACON LARGE,FIREHOUSE SUBS,NATIONAL,100,7,21,278,1,0,0,7
PEPPERONI SMALL,FIREHOUSE SUBS,NATIONAL,48,4,10,184,0,0,0,2
PEPPERONI MEDIUM,FIREHOUSE SUBS,NATIONAL,96,8,20,368,0,0,0,5
PEPPERONI LARGE,FIREHOUSE SUBS,NATIONAL,96,8,20,368,0,0,0,5
ROAST BEEF SMALL,FIREHOUSE SUBS,NATIONAL,81,1,26,365,0,0,0,12
ROAST BEEF MEDIUM,FIREHOUSE SUBS,NATIONAL,162,3,51,729,0,0,0,24
ROAST BEEF LARGE,FIREHOUSE SUBS,NATIONAL,243,4,77,1094,0,0,0,36
SALAMI SMALL,FIREHOUSE SUBS,NATIONAL,64,5,15,252,0,0,0,4
SALAMI MEDIUM,FIREHOUSE SUBS,NATIONAL,127,10,30,503,1,0,1,7
SALAMI LARGE,FIREHOUSE SUBS,NATIONAL,127,10,30,503,1,0,1,7
SAUTEED USDA CHOICE STEAK SMALL,FIREHOUSE SUBS,NATIONAL,132,8,41,486,2,0,1,11
SAUTEED USDA CHOICE STEAK MEDIUM,FIREHOUSE SUBS,NATIONAL,263,16,81,972,4,0,2,22
SAUTEED USDA CHOICE STEAK LARGE,FIREHOUSE SUBS,NATIONAL,526,32,162,1944,8,0,4,45
SMOKED HONEY HAM SMALL,FIREHOUSE SUBS,NATIONAL,91,2,20,395,8,0,7,10
SMOKED HONEY HAM MEDIUM,FIREHOUSE SUBS,NATIONAL,182,4,41,790,16,0,14,20
SMOKED HONEY HAM LARGE,FIREHOUSE SUBS,NATIONAL,273,6,61,1185,24,0,21,30
SMOKED TURKEY BREAST ROAST SMALL,FIREHOUSE SUBS,NATIONAL,50,0,16,364,2,0,1,10
SMOKED TURKEY BREAST ROAST MEDIUM,FIREHOUSE SUBS,NATIONAL,99,1,31,728,4,0,2,19
SMOKED TURKEY BREAST ROAST LARGE,FIREHOUSE SUBS,NATIONAL,149,2,47,1092,6,0,3,29
TUNA SALAD SMALL,FIREHOUSE SUBS,NATIONAL,164,11,27,316,3,0,2,11
TUNA SALAD MEDIUM,FIREHOUSE SUBS,NATIONAL,328,23,53,632,7,0,4,23
TUNA SALAD LARGE,FIREHOUSE SUBS,NATIONAL,656,46,106,1264,13,0,8,45
USDA CHOICE BEEF BRISKET SMALL,FIREHOUSE SUBS,NATIONAL,142,12,34,352,0,0,0,8
USDA CHOICE BEEF BRISKET MEDIUM,FIREHOUSE SUBS,NATIONAL,284,25,68,703,0,0,0,16
USDA CHOICE BEEF BRISKET LARGE,FIREHOUSE SUBS,NATIONAL,425,37,102,1055,0,0,0,24
AU JUS BELL PEPPERS SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,36,0,0,0,0
AU JUS BELL PEPPERS MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,72,1,0,0,0
AU JUS BELL PEPPERS LARGE,FIREHOUSE SUBS,NATIONAL,5,0,0,96,1,0,0,0
AU JUS MUSHROOMS SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,59,0,0,0,0
AU JUS MUSHROOMS MEDIUM,FIREHOUSE SUBS,NATIONAL,5,0,0,133,1,1,0,1
AU JUS MUSHROOMS LARGE,FIREHOUSE SUBS,NATIONAL,10,0,0,261,2,1,0,1
AU JUS ONIONS SMALL,FIREHOUSE SUBS,NATIONAL,3,0,0,36,1,0,0,0
AU JUS ONIONS MEDIUM,FIREHOUSE SUBS,NATIONAL,5,0,0,72,1,0,0,0
AU JUS ONIONS LARGE,FIREHOUSE SUBS,NATIONAL,7,0,0,96,2,0,1,0
AVOCADO SMALL,FIREHOUSE SUBS,NATIONAL,40,3,0,2,2,2,0,1
AVOCADO MEDIUM,FIREHOUSE SUBS,NATIONAL,80,7,0,4,4,3,0,1
AVOCADO LARGE,FIREHOUSE SUBS,NATIONAL,160,14,0,7,9,7,1,2
BANANA PEPPERS MEDIUM,FIREHOUSE SUBS,NATIONAL,1,0,0,233,0,0,0,0
BANANA PEPPERS SMALL,FIREHOUSE SUBS,NATIONAL,1,0,0,233,0,0,0,0
BANANA PEPPERS LARGE,FIREHOUSE SUBS,NATIONAL,2,0,0,466,0,0,0,0
BLACK OLIVES MEDIUM,FIREHOUSE SUBS,NATIONAL,25,2,0,71,1,1,0,0
BLACK OLIVES SMALL,FIREHOUSE SUBS,NATIONAL,25,2,0,71,1,1,0,0
BLACK OLIVES LARGE,FIREHOUSE SUBS,NATIONAL,51,5,0,142,1,1,0,0
CHERRY PEPPER RINGS SMALL,FIREHOUSE SUBS,NATIONAL,3,0,0,200,1,0,0,0
CHERRY PEPPER RINGS MEDIUM,FIREHOUSE SUBS,NATIONAL,5,0,0,400,1,0,0,0
CHERRY PEPPER RINGS LARGE,FIREHOUSE SUBS,NATIONAL,8,0,0,600,2,0,0,0
CHOPPED GREEN PEPPERS SMALL,FIREHOUSE SUBS,NATIONAL,3,0,0,0,1,0,0,0
CHOPPED GREEN PEPPERS MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,0,1,0,0,0
CHOPPED GREEN PEPPERS LARGE,FIREHOUSE SUBS,NATIONAL,6,0,0,1,1,0,1,0
CHOPPED PICKLE SPEAR SMALL,FIREHOUSE SUBS,NATIONAL,7,0,0,340,1,0,0,0
CHOPPED PICKLE SPEAR MEDIUM,FIREHOUSE SUBS,NATIONAL,7,0,0,340,1,0,0,0
CHOPPED PICKLE SPEAR LARGE,FIREHOUSE SUBS,NATIONAL,14,0,0,680,3,0,0,0
COLESLAW SMALL,FIREHOUSE SUBS,NATIONAL,70,6,3,90,5,1,3,0
COLESLAW MEDIUM,FIREHOUSE SUBS,NATIONAL,140,12,5,180,9,2,5,1
COLESLAW LARGE,FIREHOUSE SUBS,NATIONAL,187,16,7,240,12,3,7,1
CUCUMBER SMALL,FIREHOUSE SUBS,NATIONAL,2,0,0,0,0,0,0,0
CUCUMBER MEDIUM,FIREHOUSE SUBS,NATIONAL,3,0,0,1,1,0,0,0
CUCUMBER LARGE,FIREHOUSE SUBS,NATIONAL,4,0,0,1,1,0,0,0
ICEBERG LETTUCE SMALL,FIREHOUSE SUBS,NATIONAL,4,0,0,8,1,0,0,0
ICEBERG LETTUCE MEDIUM,FIREHOUSE SUBS,NATIONAL,9,0,0,16,2,1,0,1
ICEBERG LETTUCE LARGE,FIREHOUSE SUBS,NATIONAL,13,0,0,24,2,1,1,1
JALAPENO PEPPERS MEDIUM,FIREHOUSE SUBS,NATIONAL,0,0,0,233,0,0,0,0
JALAPENO PEPPERS SMALL,FIREHOUSE SUBS,NATIONAL,0,0,0,233,0,0,0,0
JALAPENO PEPPERS LARGE,FIREHOUSE SUBS,NATIONAL,0,0,0,466,0,0,0,0
SLICED PEPPERONCINI SMALL,FIREHOUSE SUBS,NATIONAL,5,0,0,215,1,1,0,0
SLICED PEPPERONCINI MEDIUM,FIREHOUSE SUBS,NATIONAL,10,0,0,430,2,1,0,0
SLICED PEPPERONCINI LARGE,FIREHOUSE SUBS,NATIONAL,15,0,0,645,3,2,0,0
TOMATO SMALL,FIREHOUSE SUBS,NATIONAL,5,0,0,2,2,0,1,0
TOMATO MEDIUM,FIREHOUSE SUBS,NATIONAL,11,0,0,3,3,1,2,1
TOMATO LARGE,FIREHOUSE SUBS,NATIONAL,14,0,0,4,4,1,2,1
