LORAIN COUNTY JOINT VOCATIONAL SCHOOL DISTRICT, OBERLIN, OH, 15181 ST RTE 58 S
LORAINE SCHOOL, LORAINE, TX, 800 S LIGHTFOOT
LORANGER ELEMENTARY SCHOOL, LORANGER, LA, 54101 MARTIN STREET
LORAS COLLEGE, DUBUQUE, IA, 1450 ALTA VISTA
LORD BALTIMORE ELEMENTARY SCHOOL, OCEAN VIEW, DE, 120 ATLANTIC AVENUE
LORDSTOWN ELEMENTARY SCHOOL, WARREN, OH, 1776 SALT SPRINGS RD
LORENE SMITH KIRKPATRICK EL, MAYPEARL, TX, 1025 FOURTH ST
LORENZ C LIST SCHOOL, FRANKENMUTH, MI, 805 EAST GENESEE ST
LORENZO DE ZAVALA ENVIRONMENTAL SCIENCE ACADEMY, GRAND PRAIRIE, TX, 3410 KIRBY CREEK DR
LORRIE YEAGER JUVENILE CENTER, PARKERSBURG, WV, 907 MISSION DRIVE
LORTON STATION ELEMENTARY, LORTON, VA, 9298 LEWIS CHAPEL RD.
LOS ALAMITOS ELEMENTARY, SAN JOSE, CA, 6130 SILBERMAN AVE.
LOS ALAMITOS MIDDLE, GRANTS, NM, 1100 MT TAYLOR AVE
LOS ALTOS ELEMENTARY, SAN DIEGO, CA, 1332 KENALAN DR.
LOS AMIGOS - DUAL IMMERSION, PALMDALE, CA, 6640 EAST AVENUE R-8
LOS ANGELES HARBOR COLLEGE, WILMINGTON, CA, 1111 FIGUEROA PLACE
LOS BANOS ADVENTIST CHRISTIAN SCHOOL, LOS BANOS, CA, 404 OVERLAND AVE.
LOS CERRITOS, PARAMOUNT, CA, 14626 GUNDRY AVE.
LOS FELIZ SCIENCE/TECH/ENGINEER/MATH/MEDICINE MAGNET, LOS ANGELES, CA, 1740 N. NEW HAMPSHIRE AVE.
LOS OBISPOS MIDDLE, LAREDO, TX, 4801 S EJIDO AVE
LOS OLIVOS ELEMENTARY, LOS OLIVOS, CA, 2540 ALAMO PINTADO AVE.
LOS PERALES ELEMENTARY, MORAGA, CA, 22 WAKEFIELD DR.
LOS RANCHOS ELEMENTARY, SAN LUIS OBISPO, CA, 5785 LOS RANCHOS RD.
LOST CREEK ELEMENTARY SCHOOL, LOST CREEK, WV, 128 COLLEGE ST
LOTHIAN ELEMENTARY, LOTHIAN, MD, 5175 SOLOMONS ISLAND RD
LOTUS SCHOOL FOR EXCELLENCE, AURORA, CO, 11001-A EAST ALAMEDA AVENUE
LOU DANTZLER PREPARATORY CHARTER MIDDLE, LOS ANGELES, CA, 5029 SOUTH VERMONT AVE.
LOU HENRY ELEMENTARY SCHOOL, WATERLOO, IA, 312 RACHAEL ST
LOUIS F ANGELO ELEMENTARY, BROCKTON, MA, 472 NORTH MAIN STREET
LOUIS L'AMOUR ELEMENTARY SCHOOL, JAMESTOWN, ND, 1102 15TH ST SW
LOUIS M KLEIN MIDDLE SCHOOL, HARRISON, NY, 50 UNION AVE
LOUIS MILLER TERREBONNE CAREER AND TECHNICAL HS, HOUMA, LA, 3051 PATRIOT DRIVE
LOUIS PASTEUR FUNDAMENTAL MIDDLE, ORANGEVALE, CA, 8935 ELM AVE.
LOUIS S. SHEFFIELD ELEMENTARY SCHOOL, JACKSONVILLE, FL, 13333 LANIER RD
LOUIS TOFFOLON SCHOOL, PLAINVILLE, CT, 145 NORTHWEST DR.
LOUIS V DENTI ELEMENTARY SCHOOL, ROME, NY, 1001 RUBY ST
LOUIS WIENER JR ELEMENTARY SCHOOL, LAS VEGAS, NV, 450 E. ELDORADO LN.
LOUISA COUNTY MIDDLE, MINERAL, VA, 1009 DAVIS HWY
LOUISA EAST ELEMENTARY SCHOOL, LOUISA, KY, 235 POWHATAN ST
LOUISA MIDDLE SCHOOL, LOUISA, KY, 9 BULLDOG LANE
LOUISE A SPENCER / MILLER STREET SCHOOL, NEWARK, NJ, 66 MUHAMMAD ALI AVENUE
LOUISE A. BENTON MIDDLE, MANASSAS, VA, 7411 HOADLY RD
LOUISE DURHAM ELEM. SCHOOL, MENA, AR, 106 N REINE ST
LOUISE H S, LOUISE, TX, 408 SECOND ST
LOUISE S MCGEHEE SCHOOL, NEW ORLEANS, LA, 2343 PRYTANIA ST
LOUISE SANDRINI ELEMENTARY, BAKERSFIELD, CA, 4100 ALUM AVE.
LOUISE TROY PREK-6 SCHOOL, DAYTON, OH, 1630 MIAMI CHAPEL RD
LOUISE WOLFF KAHN EL, DALLAS, TX, 610 N FRANKLIN
LOUISIANA CHRISTIAN SCHOOL, BREAUX BRIDGE, LA, 1545 ANSE BROUSSARD HWY
LOUISIANA CULINARY INSTITUTE, BATON ROUGE, LA, 10550 AIRLINE HWY
LOUISIANA DELTA COMMUNITY COLLEGE - TALLULAH CAMPUS, TALLULAH, LA, 132 OLD HWY 65
LOUISIANA DELTA COMMUNITY COLLEGE - WINNSBORO CAMPUS, WINNSBORO, LA, 1710 WARREN ST
LOUISIANA NEW SCHOOL ACADEMY, BATON ROUGE, LA, 1900 N BLVD
LOUISIANA SCHOOL FOR MATH SCIENCE & THE ARTS, NATCHITOCHES, LA, 715 UNIVERSITY PARKWAY
LOUISIANA SCHOOL FOR THE DEAF, BATON ROUGE, LA, 2888 BRIGHTSIDE LANE
LOUISIANA SPECIAL EDUCATION CENTER, ALEXANDRIA, LA, 5400 COLISEUM BLVD.
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-NEW ORLEANS, NEW ORLEANS, LA, 433 BOLIVAR ST
LOUISIANA STATE UNIVERSITY-EUNICE, EUNICE, LA, 2048 JOHNSON HWY
LOUISIANA STATE UNIVERSITY-SHREVEPORT, SHREVEPORT, LA, ONE UNIVERSITY PLACE
LOUISVILLE ADVENTIST ACADEMY, LOUISVILLE, KY, 2988 NEWBURG RD
LOUISVILLE ELEMENTARY SCHOOL, LOUISVILLE, MS, 300 N COLUMBUS AVENUE
LOUISVILLE ELEMENTARY SCHOOL, LOUISVILLE, NE, 202 W 3RD
LOUISVILLE ELEMENTARY SCHOOL, LOUISVILLE, OH, 415 N NICKELPLATE ST
LOUISVILLE JEWISH DAY SCHOOL, LOUISVILLE, KY, 1110 DUPONT CIR
LOUISVILLE MIDDLE SCHOOL, LOUISVILLE, NE, 202 W 3RD ST
LOUNSBERRY HOLLOW SCHOOL, VERNON, NJ, 30 SAMMIS ROAD
LOURDES ACADEMY, DAYTONA BEACH, FL, 1014 N.HALIFAX AVE
LOURDES ACADEMY HIGH SCHOOL, OSHKOSH, WI, 110 N SAWYER ST
LOURDES SCHOOL, SCIO, OR, 39059 JORDAN RD
LOVE BEAUTY SCHOOL INC, MANCHESTER, TN, 1161 MURFREESBORO HWY
LOVE CHAPEL ELEMENTARY, ERWIN, TN, 600 S MOHAWK DR
LOVE CREEK ELEMENTARY SCHOOL, LEWES, DE, 19488 JOHN J. WILLIAMS HWY
LOVE EL, HOUSTON, TX, 1120 W 13TH ST
LOVE MEMORIAL ELEMENTARY, LINCOLNTON, NC, 1463 LOVE MEMORIAL SCH RD
LOVEJOY ELEMENTARY SCHOOL, DES MOINES, IA, 801 E KENYON AVE
LOVEJOY ELEMENTARY SCHOOL, LOVEJOY, IL, PO BOX 250
LOVEJOY TECHNOLOGY ACADEMY, LOVEJOY, IL, PO BOX 250
LOVELAND ELEMENTARY SCHOOL, LOVELAND, OH, 600 LOVELAND MADEIRA RD
LOVELAND MIDDLE SCHOOL, LOVELAND, OH, 801 S LEBANON RD
LOVELESS ACADEMIC MAGNET PROGRAM HIGH SCHOOL, MONTGOMERY, AL, 3440 MCGEHEE RD
LOVELL ELEMENTARY, LOVELL, WY, 520 SHOSHONE
LOVELOCK ELEMENTARY SCHOOL, LOVELOCK, NV, 1100 HARVARD WAY
LOVETT ELEM SCHOOL, CHICAGO, IL, 6333 W BLOOMINGDALE
LOVETTSVILLE ELEMENTARY, LOVETTSVILLE, VA, 49 S LOUDOUN ST
LOVIN ELEMENTARY SCHOOL, LAWRENCEVILLE, GA, 1705 NEW HOPE RD
LOVING CARE YOUNG ACHIEVERS CLUB, FORT PIERCE, FL, 1203 S 28TH ST
LOVING ELEMENTARY, LOVING, NM, 601 SOUTH SIXTH
LOVING SAVIOR LUTHERAN SCHOOL, CHINO HILLS, CA, 14816 PEYTON DR.
LOVINGTON GRADE SCHOOL, LOVINGTON, IL, 330 S HIGH ST
LOW ELEMENTARY SCHOOL, SAVANNAH, GA, 15 BLUE RIDGE AVE
LOWCOUNTRY LEADERSHIP CHARTER SCHOOL, HOLLYWOOD, SC, 5139 GIBSON ROAD
LOWE ELEMENTARY, LOUISVILLE, KY, 210 OXFORDSHIRE LANE
LOWELL ACADEMY HAIRSTYLING INSTITUTE, LOWELL, MA, 136 CENTRAL ST
LOWELL ELEM, WINFIELD, KS, 1404 MILLINGTON
LOWELL ELEM SCHOOL, WHEATON, IL, 312 S PRESIDENT ST
LOWELL ELEMENTARY, MADISON, WI, 401 MAPLE AVE
LOWELL ELEMENTARY, SAN JOSE, CA, 625 S. SEVENTH ST.
LOWELL ELEMENTARY, SANTA ANA, CA, 700 S. FLOWER ST.
LOWELL ELEMENTARY SCHOOL, BELLINGHAM, WA, 935 14TH ST
LOWELL ELEMENTARY SCHOOL, MESA, AZ, 920 E. BROADWAY RD.
LOWELL ELEMENTARY SCHOOL, PHOENIX, AZ, 1121 SOUTH 3RD AVENUE
LOWELL ELEMENTARY SCHOOL, WATERLOO, IA, 1628 WASHINGTON ST
LOWELL INTERNATIONAL ELEMENTARY, MILWAUKEE, WI, 4360 S 20TH ST
LOWELL JAMES R SCH, PHILADELPHIA, PA, 450 W NEDRO AVE
LOWELL JUNIOR/SENIOR HIGH SCHOOL, LOWELL, OR, 65 S PIONEER ST
LOWELL MIDDLESEX ACADEMY CHARTER SCHOOL, LOWELL, MA, 67 MIDDLE STREET
LOWELL SCHOOL, WASHINGTON, DC, 1640 KALMIA RD NW
LOWELL SCOTT MIDDLE SCHOOL, BOISE, ID, 13600 WEST MCMILLAN ROAD
LOWELL SMITH JR MIDDLE, CLEBURNE, TX, 1710 COUNTRY CLUB
LOWER ALLOWAYS CREEK ELEMENTARY SCHOOL, SALEM, NJ, 967 MAIN ST CANTON
LOWER EAST SIDE PREPARATORY HIGH SCHOOL, NEW YORK, NY, 145 STANTON ST-4TH FL
LOWER MANHATTAN ARTS ACADEMY, NEW YORK, NY, 350 GRAND ST
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL, NEW YORK, NY, 26 BROADWAY-6TH FL
LOWER MORELAND HS, HUNTINGDON VALLEY, PA, 555 RED LION RD
LOWER RICHLAND HIGH, HOPKINS, SC, 2615 LOWER RICHLAND BOULEVARD
LOWERY FRESHMAN CENTER, ALLEN, TX, 601 E MAIN ST
LOWNDES MIDDLE SCHOOL, VALDOSTA, GA, 2379 COPELAND RD
LOWRANCE MIDDLE, WINSTON SALEM, NC, 3605 OLD GREENSBORO ROAD
LOWRIE ELEM SCHOOL, ELGIN, IL, 264 OAK ST
LOY NORRIX HIGH SCHOOL, KALAMAZOO, MI, 606 EAST KILGORE RD
LOY SCHOOL, GREAT FALLS, MT, 501 57TH STREET NORTH
LOYAL BARKER ELEMENTARY, GARDEN GROVE, CA, 12565 SPRINGDALE ST.
LOYAL ELEMENTARY, LOYAL, WI, 514 W CENTRAL
LOYAL HEIGHTS ELEMENTARY SCHOOL, SEATTLE, WA, 520 NE RAVENNA BLVD
LOYD E AUMAN ELEMENTARY, FAYETTEVILLE, NC, 6882 RAEFORD ROAD
LOYOLA ACADEMY OF ST LOUIS, SAINT LOUIS, MO, 3851 WASHINGTON BLVD
LOYOLA CATHOLIC SCHOOL, MANKATO, MN, 145 GOOD COUNSEL DR
LOYOLA HIGH SCHOOL, LOS ANGELES, CA, 1901 VENICE BLVD
LOYOLA VILLAGE MAGNET CENTER, LOS ANGELES, CA, 8821 VILLANOVA AVE.
LT CLAYRE SULLIVAN ELEMENTARY, HOLYOKE, MA, 400 JARVIS AVENUE
LT COL HORRACE MEEK HICKAM ELEMENTARY SCHOOL, HONOLULU, HI, MANZELMAN CIR
LUBAVITCH MESIVTA OF CHICAGO, CHICAGO, IL, 2756 W MORSE AVE
LUBBOCK H S, LUBBOCK, TX, 2004 19TH ST
LUBBOCK-COOPER CENTRAL EL, LUBBOCK, TX, 4020 135TH ST
LUCAMA ELEMENTARY, LUCAMA, NC, 6260 BLALOCK ROAD
LUCAS CHRISTIAN ACADEMY, LUCAS, TX, 505 W LUCAS RD
LUCAS CROSSING ELEM. COMPLEX, ST LOUIS, MO, 7837 NATURAL BRIDGE RD
LUCAS ELEMENTARY, CERES, CA, 3500 ROSE AVE.
LUCAS ELEMENTARY SCHOOL, LUCAS, OH, 84 LUCAS NORTH RD
LUCAS HIGH SCHOOL, LUCAS, OH, 5 1ST AVE
LUCILLE GLASS MAUZY SPECIAL CENTER, ALAMO, CA, 2964 MIRANDA AVE.
LUCILLE J. SMITH ELEMENTARY, LAWNDALE, CA, 4521 W. 147TH ST.
LUCILLE NASH EL, KAUFMAN, TX, 1002 S HOUSTON ST
LUCIOUS AND EMMA NIXON ACADEMY CHARTER, ORLANDO, FL, 1780 MERCY DR
LUCY ELEMENTARY, MILLINGTON, TN, 6269 AMHERST RD
LUCY MAE MCDONALD EL, FERRIS, TX, 500 FM 983
LUCY WORTHAM JAMES ELEM., ST JAMES, MO, 314 S JEFFERSON
LUFKIN H S, LUFKIN, TX, 309 MEDFORD DR
LUHR ELEMENTARY, LOUISVILLE, KY, 6900 FEGENBUSH LANE
LUIS MU?OS MARIN ELEMENTARY SCHOOL, NEWARK, NJ, 663 BROADWAY
LUIS MUNOZ RIVERA, ISABELA, PR, 60 CALLE BARBOSA
LUIS P. UNTALAN MIDDLE SCHOOL, BARRIGADA, GU, 270 ROUTE 10
LULA J. EDGE ELEMENTARY SCHOOL, NICEVILLE, FL, 300 HIGHWAY 85 N
LUMEN CHRISTI CATHOLIC SCHOOL, MEQUON, WI, 11300 N ST JAMES LN
LUNADA BAY ELEMENTARY, PALOS VERDES ESTATES, CA, 520 PASEO LUNADO
LUND ELEMENTARY SCHOOL, LUND, NV, 301 E. 2ND NORTH
LUNENBURG HIGH, LUNENBURG, MA, 1079 MASSACHUSETTS AVENUE
LUNENBURG SCHOOLS, GILMAN, VT, 2720 RIVER ROAD
LURAY ELEMENTARY, LURAY, VA, 555 FIRST ST
LURAY HIGH, LURAY, VA, 243 BULLDOG DRIVE
LUTHER C KLAGER ELEM SCHOOL, MANCHESTER, MI, 405 ANN ARBOR ST
LUTHER LUCKETT EDUCATION CENTER, LA GRANGE, KY, BOX 6 DAWKINS ROAD
LUTHER PREP, WATERTOWN, WI, 1300 WESTERN AVE
LUTHER SCHOOL, LUTHER, MT, 4 LUTHER ROSCOE RD
LUTHERAN ASSN FOR SPEC ED, SAINT LOUIS, MO, 3558 S JEFFERSON AVE
LUTHERAN CENTRAL SCHOOL, BROWNSTOWN, IN, 415 N ELM ST
LUTHERAN CHURCH & SCHOOL OF MESSIAH, GRAND JUNCTION, CO, 840 N 11TH ST
LUTHERAN HIGH SCHOOL, LA VERNE, CA, 3960 FRUIT ST
LUTHERAN HIGH SCHOOL, PARKER, CO, 11249 NEWLIN GULCH BLVD
LUTHERAN HIGH SCHOOL, RACINE, WI, 251 LUEDTKE AVE
LUTHERAN HIGH SCHOOL, SPRINGFIELD, IL, 3500 W WASHINGTON ST
LUTHERAN HIGH SCHOOL EAST, CLEVELAND HEIGHTS, OH, 3565 MAYFIELD RD
LUTHERAN HIGH SCHOOL NORTH, MACOMB, MI, 16825 24 MILE RD
LUTHERAN HIGH SCHOOL OF GREATER NEW ORLEANS, METAIRIE, LA, 3864 17TH ST
LUTHERAN HIGH SCHOOL OF INDIANAPOLIS, INDIANAPOLIS, IN, 5555 S ARLINGTON AVE
LUTHERAN HIGH SCHOOL OF KANSAS CITY, KANSAS CITY, MO, 12411 WORNALL RD
LUTHERAN HIGH SCHOOL OF ORANGE COUNTY, ORANGE, CA, 2222 NORTH SANTIAGO BLVD.
LUTHERAN HIGH SCHOOL OF SAN ANTONIO, SAN ANTONIO, TX, 18104 BABCOCK RD
LUTHERAN HIGH SCHOOL OF SIOUX FALLS, SIOUX FALLS, SD, 5000 S WESTERN AVE
LUTHERAN HIGH SCHOOL SOUTH, SAINT LOUIS, MO, 9515 TESSON FERRY RD
LUTHERAN HIGH SCHOOL WESTLAND, WESTLAND, MI, 33300 COWAN RD
LUTHERAN INTERPARISH SCHOOL, WILLIAMSBURG, IA, 804 CT ST
LUTHERAN SCHOOL ASSOCIATION, COLE CAMP, MO, 204 E BUTTERFIELD TRL
LUTHERAN SCHOOL ASSOCIATION, DECATUR, IL, 2001 E MOUND RD
LUTHERAN SCHOOL OF ST LUKE, ITASCA, IL, 410 S RUSH ST
LUTHERAN SOUTH ACADEMY, HOUSTON, TX, 12555 RYEWATER DR
LUTHERAN SOUTH UNITY SCHOOL, FORT WAYNE, IN, 5401 S CALHOUN ST
LUTHERAN SPECIAL SCHOOL & EDUCATION SERVICES, HALES CORNERS, WI, 5425 S 111TH ST
LUTHERVILLE LABORATORY, LUTHERVILLE, MD, 1700 NORTH YORK RD
LUTIE ELEM., THEODOSIA, MO, 5802 US HWY 160
LUTZ ELEMENTARY SCHOOL, LUTZ, FL, 202 5TH AVE SE
LUTZ LEARNING CENTER, LUTZ, FL, 621 SUNSET LN
LUTZ PREPARATORY SCHOOL, LUTZ, FL, 17951 N US HIGHWAY 41
LUTZ SCHOOL FOR WORK EXPERIENCE, CLINTON TOWNSHIP, MI, 19600 CASS AVE
LUVERNE ELEMENTARY, LUVERNE, MN, 709 N KNISS
LUX MIDDLE SCHOOL, LINCOLN, NE, 7800 HIGH ST
LUXEMBURG-CASCO HIGH, LUXEMBURG, WI, 512 CENTER DR
LUXFORD ELEMENTARY, VIRGINIA BEACH, VA, 4808 HAYGOOD RD
LUZ A CRUZ DE SANTANA, HUMACAO, PR, CALLE 15 URB VILLA UNIVERSITARIA
LUZERNE COUNTY COMMUNITY COLLEGE - BERWICK CENTER, BERWICK, PA, 107 SOUTH MARKET STREET
LYAL BURKHOLDER JUNIOR HIGH SCHOOL, HENDERSON, NV, 355 W. VAN WAGENEN ST.
LYBROOK ELEMENTARY SCHOOL, EAU CLAIRE, MI, 6238 WEST MAIN STREET
LYCE FRANAIS DE NEW YORK, NEW YORK, NY, 505 E 75TH ST
LYCEAM KENNEDY INTERNATIONAL SCHOOL, NEW YORK, NY, 225 E 43RD ST
LYCEE FRANCAIS DE CHICAGO, CHICAGO, IL, 1929 W WILSON AVE
LYCEE FRANCAIS DE LA NOUVELLE-ORLEANS, NEW ORLEANS, LA, 5951 PATTON STREET
LYCEE FRANCAIS DE SAN FRANCISCO (ORTEGA), SAN FRANCISCO, CA, 1201 ORTEGA ST.
LYCEUM- THE, SOUTH EUCLID, OH, 1545 S GREEN RD
LYCOMING COLLEGE, WILLIAMSPORT, PA, 700 COLLEGE PLACE
LYCOMING CTC, HUGHESVILLE, PA, 293 CEMETERY STREET
LYCOMING VALLEY INTRMD SCH, WILLIAMSPORT, PA, 1825 HAYS LANE
LYDIA MIDDLETON ELEMENTARY SCHOOL, MADISON, IN, 714 W MAIN ST
LYDIA RIPPEY ELEMENTARY, AZTEC, NM, 401 RIO PECOS RD
LYDIA ROMERO-CRUZ ELEMENTARY, SANTA ANA, CA, 2701 W. FIFTH ST.
LYERLY ELEMENTARY SCHOOL, LYERLY, GA, 150 OAK HILL RD
LYFORD H S, LYFORD, TX, 8125 W HIGH SCHOOL CIR
LYLE ELEMENTARY, LYLE, MN, 700 E 2ND ST
LYLE HIGH SCHOOL, LYLE, WA, 625 KEASEY AVENUE
LYLE S. BRIGGS FUNDAMENTAL, CHINO, CA, 11880 ROSWELL AVE.
LYMAN C. HUNT MIDDLE SCHOOL, BURLINGTON, VT, 1364 NORTH AVENUE
LYMAN ELEMENTARY SCHOOL, LYMAN, ME, 39 SCHOOLHOUSE ROAD
LYMAN ELEMENTARY SCHOOL, LYMAN, WA, 8183 LYMAN AVENUE
LYMAN HALL ELEMENTARY SCHOOL, GAINESVILLE, GA, 2150 MEMORIAL PARK DR
LYMAN HIGH SCHOOL, LONGWOOD, FL, 865 S RONALD REAGAN BLVD
LYMAN HIGH SCHOOL, LYMAN, WY, 1305 EAST CLARK STREET
LYMAN MOORE MIDDLE SCHOOL, PORTLAND, ME, 171 AUBURN ST
LYME CENTRAL SCHOOL, CHAUMONT, NY, 11868 ACADEMY ST
LYME-OLD LYME HIGH SCHOOL, OLD LYME, CT, 69 LYME ST.
LYN KNOLL ELEMENTARY SCHOOL, AURORA, CO, 12445 EAST 2ND AVE
LYNBROOK ELEMENTARY, SPRINGFIELD, VA, 5801 BACKLICK RD
LYNBROOK HIGH, SAN JOSE, CA, 1280 JOHNSON AVE.
LYNCH ELEMENTARY, WINCHESTER, MA, 10 BRANTWOOD ROAD
LYNCH ELEMENTARY SCHOOL, LYNCH, NE, 701 HOFFMAN ST
LYNCH ELEMENTARY SCHOOL, ST PETERSBURG, FL, 1901 71ST AVE N
LYNCHBURG ELEMENTARY, LYNCHBURG, TN, 276 MECHANIC STREET NORTH
LYNCHBURG JUVENILE DETENTION HOME, LYNCHBURG, VA, 1400 FLORIDA AVE.
LYNCHBURG REGIONAL GOVERNOR'S STEM ACADEMY, LYNCHBURG, VA, CENTRAL VA COMMUNITY COLLEGE
LYNCHBURG-CLAY ELEMENTARY SCHOOL, LYNCHBURG, OH, 6760 STATE ROUTE 134
LYNCHBURG-CLAY MIDDLE SCHOOL, LYNCHBURG, OH, 8250 STATE ROUTE 134
LYNCOURT SCHOOL, SYRACUSE, NY, 2707-2709 COURT ST
LYNCREST ELEMENTARY SCHOOL, FAIR LAWN, NJ, 9-04 MORLOT AVE
LYNDALE ELEMENTARY, MINNEAPOLIS, MN, 312 WEST 34TH ST
LYNDALE ELEMENTARY, SAN JOSE, CA, 13901 NORDYKE DR.
LYNDEN ACADEMY, LYNDEN, WA, 200 SOUTH BC AVE SUITE 102
LYNDON STATION ELEMENTARY, LYNDON STATION, WI, 200 HOEHN DR
LYNDONVILLE ELEMENTARY SCHOOL, LYNDONVILLE, NY, 25 HOUSEL AVE
LYNN HAVEN ELEMENTARY SCHOOL, LYNN HAVEN, FL, 301 W 9TH ST
LYNN ROAD ELEMENTARY, RALEIGH, NC, 1601 LYNN RD
LYON ELEM SCHOOL, CHICAGO, IL, 2941 N MCVICKER AVE
LYON ELEMENTARY, REPUBLIC, MO, 201 E. HIGHWAY 174
LYONS ELEMENTARY SCHOOL, LYONS, NY, 98 WILLIAM ST
M E PEARSON ELEM, KANSAS CITY, KS, 310 N 11TH ST
M. B. KENNEDY MIDDLE, AIKEN, SC, 274 EAST PINE LOG ROAD
M. LYNN BENNION SCHOOL, SALT LAKE CITY, UT, 429 S 800 E
M. SCOTT CARPENTER ELEMENTARY SCHOOL, OLD BRIDGE, NJ, ONE PAR AVENUE
M.E. NORMAN ELEMENTARY SCHOOL, MORGAN CITY, LA, 900 SPRUCE ST
M.E.T.S. CHARTER SCHOOL, JERSEY CITY, NJ, 211 SHERMAN AVE
M.U. LUJAN ELEMENTARY SCHOOL, YONA, GU, 167 M.U. LUJAN ROAD
MABEL BRASHER ELEMENTARY SCHOOL, ALEXANDRIA, LA, 601 CLOVERLEAF BOULEVARD
MABEL HOGGARD ELEMENTARY SCHOOL, LAS VEGAS, NV, 950 N. TONOPAH DR.
MABEL I WILSON SCHOOL, CUMBERLAND, ME, 353 TUTTLE RD
MABEL L. PENDLETON ELEMENTARY, BUENA PARK, CA, 7101 STANTON AVE.
MABEL M. PAINE ELEMENTARY, YORBA LINDA, CA, 4444 PLUMOSA DR.
MABEL O DONNELL ELEM SCHOOL, AURORA, IL, 1640 RECKINGER RD
MABRY MIDDLE SCHOOL, MARIETTA, GA, 2700 JIMS RD NE
MAC ARTHUR PARK LUTHERAN SCHOOL, SAN ANTONIO, TX, 2903 NACOGDOCHES RD
MACARTHUR ELEMENTARY, GREEN BAY, WI, 1331 HOBART DR
MACARTHUR ES, TULSA, OK, 2182 SOUTH 73RD EAST AVENUE
MACARTHUR K8 UNIVERSITY ACADEMY, LATHRUP VILLAGE, MI, 19301 W 12 MILE ROAD
MACARTHUR PARK ELEM SCH FOR THE VISUAL AND PERF ARTS, LOS ANGELES, CA, 2300 W. SEVENTH ST.
MACARTHUR SCHOOL, BINGHAMTON, NY, 1123 VESTAL AVE
MACATAWA BAY MIDDLE SCHOOL, HOLLAND, MI, 3700 140TH AVE
MACCRAY EAST ELEMENTARY, RAYMOND, MN, 309 DAY ST
MACDOWELL PREPARATORY ACADEMY, DETROIT, MI, 4201 WEST OUTER DR
MACEDONIA ELEMENTARY, BLACKVILLE, SC, 556 JONES BRIDGE ROAD
MACHANANAO ELEMENTARY SCHOOL, YIGO, GU, ROUTE 9
MACKAY ELEMENTARY SCHOOL, MACKAY, ID, 400 EAST SPRUCE STREET
MACKSVILLE ELEM, MACKSVILLE, KS, 433 N. GILMORE
MACLAY SCHOOL, TALLAHASSEE, FL, 3737 N MERIDIAN RD
MACOMB ACADEMY, CLINTON TOWNSHIP, MI, 39092 GARFIELD RD
MACOMB CORRECTIONAL FACILITY, LENOX, MI, 34625 26 MILE RD
MACOMB MIPP CENTER, CLINTON TOWNSHIP, MI, 44001 GARFIELD RD
MACON CHRISTIAN ACADEMY, LAFAYETTE, TN, 707 WARRIOR LN
MACON COUNTY HIGH SCHOOL, LAFAYETTE, TN, 2550 DAYS RD
MACON REGIONAL YOUTH DETENTION CENTER, MACON, GA, 4164 RIGGINS MILL RD
MAD RIVER MONTESSORI, ARCATA, CA, 1710 JANES RD
